ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,equityOnTotalAsset,equityOnLiability,epsChange,bookValuePerShareChange
DNM,2,2016,6.8,1.5,0.231,0.152,3812,17021.0,0.714,2.5,0.085,-0.049
DNM,1,2016,8.0,1.6,0.195,0.127,3514,17895.0,0.653,1.9,0.036,0.043
DNM,4,2015,7.4,1.5,0.195,0.105,3393,17162.0,0.555,1.2,0.243,0.002
DNM,3,2015,9.5,1.5,0.155,0.092,2728,17128.0,0.654,1.9,-0.106,0.075
DNM,2,2015,9.1,1.7,0.185,0.099,3051,15935.0,0.606,1.5,-0.315,-0.123
DNM,1,2015,6.2,1.5,0.291,0.14,4455,18178.0,0.649,1.8,-0.03,0.034
DNM,4,2014,,,0.284,0.136,4594,17577.0,0.523,1.1,-0.218,-0.03
DNM,3,2014,,,0.381,0.19,5873,18130.0,0.547,1.2,0.051,0.061
DNM,2,2014,,,0.385,0.176,5588,17090.0,0.487,0.9,0.331,0.369
DNM,1,2014,,,0.346,0.126,4198,12487.0,0.35,0.5,-0.014,-0.158
DNM,4,2013,,,0.311,0.125,4259,14823.0,0.435,0.8,0.147,0.169
DNM,3,2013,,,0.308,0.118,3713,12675.0,0.44,0.8,0.02,0.063
DNM,2,2013,,,0.328,0.123,3639,11919.0,0.419,0.7,0.019,0.011
DNM,1,2013,,,0.323,0.118,3571,11793.0,0.38,0.6,0.207,-0.059
DTT,4,2022,11.0,0.8,0.073,0.057,1121,15848.0,0.775,3.4,0.03,0.008
DTT,3,2022,11.6,0.8,0.072,0.057,1088,15723.0,0.752,3.0,0.183,0.015
DTT,2,2022,17.3,1.0,0.061,0.045,919,15496.0,0.759,3.1,0.976,0.028
DTT,1,2022,36.3,1.1,0.031,0.023,465,15079.0,0.782,3.6,-0.035,0.007
DTT,4,2021,35.9,1.2,0.032,0.024,482,14972.0,0.801,4.0,-0.082,0.017
DTT,3,2021,26.7,1.0,0.035,0.028,525,14724.0,0.845,5.5,-0.268,0.004
DTT,2,2021,20.1,1.0,0.048,0.036,717,14665.0,0.724,2.6,-0.281,-0.048
DTT,1,2021,12.3,0.8,0.065,0.047,998,15403.0,0.715,2.5,-0.077,0.002
DTT,4,2020,11.0,0.8,0.071,0.052,1081,15368.0,0.742,2.9,0.018,0.019
DTT,3,2020,8.0,0.6,0.071,0.053,1062,15077.0,0.765,3.3,-0.005,-0.029
DTT,2,2020,10.6,0.7,0.07,0.053,1067,15526.0,0.77,3.4,0.02,0.016
DTT,1,2020,10.4,0.7,0.069,0.051,1046,15283.0,0.727,2.7,0.15,0.02
DTT,4,2019,13.3,0.8,0.061,0.043,910,14986.0,0.724,2.6,0.168,0.018
DTT,3,2019,13.8,0.7,0.053,0.038,779,14714.0,0.731,2.7,0.203,-0.023
DTT,2,2019,16.3,0.7,0.044,0.032,648,15058.0,0.757,3.1,-0.027,0.01
DTT,1,2019,12.9,0.6,0.045,0.033,666,14910.0,0.737,2.8,0.035,0.009
DTT,4,2018,11.8,0.5,0.044,0.031,643,14773.0,0.677,2.1,-0.021,0.01
DTT,3,2018,15.1,0.7,0.045,0.033,657,14632.0,0.689,2.2,-0.054,0.009
DTT,2,2018,21.7,1.0,0.048,0.034,694,14507.0,0.687,2.2,0.256,-0.022
DTT,1,2018,17.0,0.6,0.037,0.027,552,14839.0,0.733,2.7,0.057,0.009
DTT,4,2017,18.7,0.7,0.035,0.027,523,14709.0,0.757,3.1,-0.172,0.011
DTT,3,2017,15.4,0.7,0.043,0.033,631,14555.0,0.758,3.1,-0.037,0.011
DTT,2,2017,13.1,0.6,0.045,0.034,655,14392.0,0.735,2.8,-0.19,-0.046
DTT,1,2017,9.3,0.5,0.054,0.042,809,15094.0,0.743,2.9,-0.128,0.012
DTT,4,2016,7.8,0.5,0.063,0.049,928,14916.0,0.773,3.4,0.072,0.018
DTT,3,2016,8.7,0.5,0.059,0.046,866,14653.0,0.789,3.7,0.005,0.013
DTT,2,2016,7.4,0.4,0.06,0.045,862,14466.0,0.746,2.9,0.038,-0.013
DTT,1,2016,6.8,0.4,0.057,0.045,830,14663.0,0.793,3.8,0.104,0.011
DTT,4,2015,12.2,0.6,0.052,0.041,752,14499.0,0.786,3.7,-0.05,-0.007
DTT,3,2015,6.3,0.3,0.056,0.043,792,14598.0,0.764,3.2,0.192,0.013
DTT,2,2015,7.4,0.3,0.047,0.037,664,14415.0,0.771,3.4,0.084,0.009
DTT,1,2015,10.4,0.4,0.044,0.035,612,14292.0,0.785,3.6,0.192,0.009
DTT,4,2014,,,0.037,0.03,514,14170.0,0.779,3.5,0.488,0.017
DTT,3,2014,,,0.025,0.02,345,13929.0,0.802,4.0,0.072,0.004
DTT,2,2014,,,0.023,0.019,322,13874.0,0.807,4.2,0.856,0.012
DTT,1,2014,,,0.013,0.011,173,13705.0,0.832,5.0,0.386,0.001
DTT,4,2013,,,0.009,0.008,125,13691.0,0.825,4.7,-1.472,0.005
DTT,3,2013,,,-0.019,-0.016,-265,13619.0,0.818,4.5,-0.373,0.002
DTT,2,2013,,,-0.031,-0.025,-422,13591.0,0.801,4.0,-0.003,0.001
DTT,1,2013,,,-0.031,-0.026,-423,13571.0,0.846,5.5,-0.002,0.006
EIB,4,2022,11.7,1.7,0.154,0.017,1996,13881.0,0.111,0.1,0.078,0.018
EIB,3,2022,15.4,2.1,0.145,0.016,1852,13639.0,0.11,0.1,0.34,0.055
EIB,2,2022,19.3,2.1,0.112,0.012,1382,12927.0,0.109,0.1,0.416,0.034
EIB,1,2022,31.5,2.5,0.081,0.009,976,12505.0,0.107,0.1,0.492,0.037
EIB,4,2021,42.9,2.3,0.056,0.006,654,12054.0,0.107,0.1,-0.008,0.008
EIB,3,2021,35.8,2.0,0.057,0.006,659,11960.0,0.109,0.1,-0.094,0.021
EIB,2,2021,41.6,2.6,0.064,0.007,727,11717.0,0.104,0.1,0.226,0.017
EIB,1,2021,33.8,1.7,0.053,0.006,593,11517.0,0.106,0.1,-0.318,-0.158
EIB,4,2020,22.1,1.4,0.066,0.007,870,13680.0,0.105,0.1,0.252,0.013
EIB,3,2020,24.5,1.3,0.053,0.006,695,13499.0,0.11,0.1,0.227,0.027
EIB,2,2020,31.4,1.4,0.044,0.005,566,13145.0,0.11,0.1,-0.268,0.0
EIB,1,2020,18.9,1.1,0.061,0.006,774,13142.0,0.103,0.1,0.099,0.026
EIB,4,2019,25.3,1.4,0.057,0.005,704,12810.0,0.094,0.1,0.362,-0.003
EIB,3,2019,31.9,1.3,0.041,0.004,517,12851.0,0.1,0.1,0.191,0.019
EIB,2,2019,43.3,1.5,0.035,0.003,434,12610.0,0.097,0.1,0.075,0.018
EIB,1,2019,43.6,1.4,0.033,0.003,403,12392.0,0.101,0.1,-0.248,0.024
EIB,4,2018,26.1,1.2,0.045,0.004,537,12106.0,0.097,0.1,-0.512,-0.02
EIB,3,2018,12.8,1.1,0.094,0.009,1102,12352.0,0.103,0.1,0.098,0.014
EIB,2,2018,14.5,1.2,0.086,0.009,1003,12183.0,0.102,0.1,0.091,0.02
EIB,1,2018,15.2,1.2,0.08,0.008,919,11944.0,0.102,0.1,0.374,0.03
EIB,4,2017,18.9,1.1,0.059,0.006,669,11591.0,0.096,0.1,0.567,0.034
EIB,3,2017,29.3,1.1,0.039,0.004,427,11214.0,0.1,0.1,-0.087,0.003
EIB,2,2017,27.6,1.2,0.043,0.004,467,11182.0,0.101,0.1,0.364,0.011
EIB,1,2017,34.0,1.1,0.031,0.003,342,11059.0,0.102,0.1,0.364,0.011
EIB,4,2016,35.8,0.8,0.022,0.002,251,10938.0,0.104,0.1,-2.016,0.009
EIB,3,2016,-41.7,0.9,-0.022,-0.002,-247,10846.0,0.108,0.1,-0.047,0.008
EIB,2,2016,-44.3,1.1,-0.023,-0.003,-259,10757.0,0.109,0.1,-0.03,0.003
EIB,1,2016,-39.3,1.0,-0.024,-0.002,-267,10726.0,0.108,0.1,-6.262,-0.066
EIB,4,2015,220.4,1.0,0.004,0.0,50,11481.0,0.112,0.1,-1.41,-0.03
EIB,3,2015,-96.8,1.0,-0.01,-0.001,-123,11841.0,0.115,0.1,8.047,0.005
EIB,2,2015,-948.9,1.1,-0.001,0.0,-13,11783.0,0.111,0.1,-1.134,0.001
EIB,1,2015,128.5,1.1,0.009,0.001,101,11775.0,0.1,0.1,1.234,0.029
EIB,4,2014,,,0.004,0.0,45,11442.0,0.087,0.1,-0.891,-0.047
EIB,3,2014,,,0.035,0.003,416,12012.0,0.105,0.1,-0.134,0.013
EIB,2,2014,,,0.041,0.004,481,11854.0,0.11,0.1,-0.169,-0.026
EIB,1,2014,,,0.047,0.005,579,12172.0,0.098,0.1,0.082,0.019
EIB,4,2013,,,0.043,0.004,535,11940.0,0.086,0.1,-0.448,-0.007
EIB,3,2013,,,0.079,0.008,970,12027.0,0.096,0.1,-0.088,0.02
EIB,2,2013,,,0.088,0.008,1064,11787.0,0.093,0.1,-0.211,-0.038
EIB,1,2013,,,0.109,0.01,1349,12248.0,0.095,0.1,-0.224,-0.049
EMC,4,2022,319.1,1.2,0.004,0.001,39,10723.0,0.22,0.3,-0.79,-0.008
EMC,3,2022,91.6,1.6,0.018,0.004,189,10813.0,0.222,0.3,0.005,0.005
EMC,2,2022,107.9,1.9,0.018,0.005,189,10763.0,0.242,0.3,-0.057,0.003
EMC,1,2022,121.2,2.3,0.019,0.005,200,10731.0,0.216,0.3,-0.003,0.003
EMC,4,2021,86.2,1.6,0.019,0.005,201,10704.0,0.218,0.3,-0.029,0.002
EMC,3,2021,88.8,1.7,0.02,0.006,207,10678.0,0.257,0.3,0.125,0.005
EMC,2,2021,95.0,1.6,0.017,0.006,184,10629.0,0.312,0.5,0.06,0.004
EMC,1,2021,125.4,2.1,0.017,0.006,173,10585.0,0.329,0.5,0.246,0.004
EMC,4,2020,139.5,1.8,0.013,0.005,139,10538.0,0.351,0.5,0.043,0.004
EMC,3,2020,123.4,1.6,0.013,0.005,133,10492.0,0.337,0.5,0.166,0.003
EMC,2,2020,133.4,1.5,0.011,0.004,114,10457.0,0.349,0.5,0.282,0.001
EMC,1,2020,134.1,1.1,0.01,0.004,89,10442.0,0.405,0.7,0.032,-0.007
EMC,4,2019,154.0,1.3,0.009,0.004,86,10512.0,0.47,0.9,2.066,0.007
EMC,3,2019,456.2,1.2,0.003,0.001,28,10444.0,0.427,0.7,-0.317,-0.001
EMC,2,2019,326.2,1.3,0.005,0.002,41,10450.0,0.4,0.7,0.014,0.316
EMC,1,2019,303.1,1.6,0.005,0.002,40,7943.0,0.366,0.6,-0.013,0.001
EMC,4,2018,331.8,1.7,0.005,0.002,41,7938.0,0.416,0.7,0.533,0.001
EMC,3,2018,469.2,1.6,0.003,0.002,26,7931.0,0.461,0.9,-0.307,0.003
EMC,2,2018,321.7,1.6,0.005,0.002,38,7910.0,0.444,0.8,-0.668,0.0
EMC,1,2018,133.3,2.0,0.015,0.006,117,7908.0,0.447,0.8,-0.011,-0.004
EMC,4,2017,125.2,1.9,0.015,0.006,118,7944.0,0.457,0.8,-0.243,-0.001
EMC,3,2017,107.9,2.1,0.02,0.008,156,7953.0,0.455,0.8,0.198,0.004
EMC,2,2017,133.2,2.2,0.017,0.007,130,7923.0,0.432,0.8,0.552,0.009
EMC,1,2017,171.9,1.8,0.012,0.004,84,7849.0,0.389,0.6,-0.041,0.001
EMC,4,2016,131.5,1.5,0.013,0.005,87,7838.0,0.403,0.7,-0.362,0.003
EMC,3,2016,74.7,1.3,0.021,0.006,137,7816.0,0.376,0.6,-0.178,0.002
EMC,2,2016,68.6,1.5,0.025,0.008,167,7804.0,0.362,0.6,-0.027,0.386
EMC,1,2016,57.1,1.7,0.03,0.009,171,5631.0,0.291,0.4,-0.125,0.002
EMC,4,2015,47.0,1.6,0.035,0.01,196,5621.0,0.295,0.4,-0.014,0.016
EMC,3,2015,46.8,1.7,0.036,0.009,199,5533.0,0.246,0.3,-0.075,0.007
EMC,2,2015,34.5,1.4,0.039,0.011,215,5497.0,0.261,0.4,-0.012,-0.038
EMC,1,2015,23.6,0.9,0.039,0.011,217,5716.0,0.295,0.4,0.023,0.006
EMC,4,2014,,,0.038,0.011,213,5681.0,0.298,0.4,-0.608,0.015
EMC,3,2014,,,0.102,0.027,543,5597.0,0.276,0.4,0.394,0.009
EMC,2,2014,,,0.073,0.02,390,5545.0,0.289,0.4,13.184,0.009
EMC,1,2014,,,0.005,0.001,27,5498.0,0.289,0.4,3.51,0.008
EMC,4,2013,,,0.001,0.0,6,5457.0,0.29,0.4,-1.09,0.082
EMC,3,2013,,,-0.013,-0.003,-67,5043.0,0.258,0.3,-1.348,-0.02
FDC,4,2022,-4.0,1.8,-0.379,-0.288,-5115,11520.0,0.725,2.6,-1049.777,-0.309
FDC,3,2022,4346.0,1.3,0.0,0.0,4,16679.0,0.805,4.1,-0.605,-0.001
FDC,2,2022,1945.3,1.4,0.001,0.001,12,16694.0,0.806,4.2,-0.973,-0.002
FDC,1,2022,82.9,2.2,0.028,0.019,451,16732.0,0.804,4.1,0.239,0.081
FDC,4,2021,45.2,1.1,0.023,0.016,364,15475.0,0.789,3.7,-0.096,-0.002
FDC,3,2021,33.3,0.9,0.026,0.018,402,15513.0,0.765,3.3,0.28,0.0
FDC,2,2021,42.9,0.9,0.02,0.013,314,15520.0,0.678,2.1,-4.358,0.027
FDC,1,2021,-133.4,0.8,-0.006,-0.004,-93,15119.0,0.568,1.3,-0.339,-0.033
FDC,4,2020,-94.6,0.9,-0.009,-0.006,-141,15641.0,0.601,1.5,0.369,0.0
FDC,3,2020,-140.6,0.9,-0.007,-0.004,-103,15643.0,0.612,1.6,-6.548,-0.006
FDC,2,2020,640.5,0.8,0.001,0.001,18,15738.0,0.648,1.9,-0.99,0.0
FDC,1,2020,5.0,0.6,0.121,0.075,1801,15746.0,0.644,1.8,0.055,-0.003
FDC,4,2019,9.7,1.1,0.109,0.068,1707,15789.0,0.641,1.8,-0.39,0.002
FDC,3,2019,6.0,1.1,0.185,0.112,2800,15751.0,0.643,1.8,0.095,0.002
FDC,2,2019,5.2,0.8,0.168,0.103,2557,15724.0,0.643,1.8,2.384,0.127
FDC,1,2019,17.6,1.0,0.053,0.032,755,13949.0,0.585,1.5,-0.173,-0.104
FDC,4,2018,17.7,1.0,0.06,0.037,913,15569.0,0.609,1.6,4.527,0.071
FDC,3,2018,81.1,0.9,0.011,0.007,165,14543.0,0.572,1.4,-0.56,-0.009
FDC,2,2018,47.1,1.2,0.026,0.016,375,14676.0,0.587,1.5,-0.144,-0.004
FDC,1,2018,63.1,1.9,0.03,0.019,439,14741.0,0.633,1.8,0.055,0.001
FDC,4,2017,63.5,1.8,0.028,0.018,416,14731.0,0.619,1.7,-3.284,0.027
FDC,3,2017,-153.1,1.9,-0.014,-0.01,-182,14348.0,0.617,1.7,-0.054,0.0
FDC,2,2017,-150.6,2.0,-0.014,-0.01,-192,14350.0,0.612,1.7,-0.244,0.003
FDC,1,2017,-105.6,1.9,-0.019,-0.014,-254,14314.0,0.64,1.9,-0.186,-0.012
FDC,4,2016,-90.1,1.9,-0.023,-0.017,-313,14491.0,0.636,1.8,-3.318,0.162
FDC,3,2016,196.3,2.1,0.011,0.008,135,12468.0,0.856,5.9,-0.155,-0.001
FDC,2,2016,172.2,2.2,0.012,0.009,159,12484.0,0.856,5.9,-0.619,-0.002
FDC,1,2016,64.4,2.2,0.031,0.024,419,12510.0,0.856,5.9,-0.146,-0.004
FDC,4,2015,38.3,1.5,0.037,0.027,490,12566.0,0.84,5.2,0.867,0.078
FDC,3,2015,71.1,1.6,0.019,0.014,262,11658.0,0.667,2.0,-0.324,-0.16
FDC,2,2015,44.8,1.3,0.026,0.019,389,13879.0,0.715,2.5,0.855,-0.019
FDC,1,2015,70.7,1.0,0.014,0.01,209,14152.0,0.677,2.1,-0.493,0.001
FDC,4,2014,,,0.025,0.017,413,14136.0,0.652,1.9,-0.934,-0.147
FDC,3,2014,,,0.459,0.288,6266,16564.0,0.776,3.5,-0.009,0.008
FDC,2,2014,,,0.459,0.319,6324,16429.0,0.773,3.4,-0.047,0.008
FDC,1,2014,,,0.491,0.327,6637,16292.0,0.719,2.6,0.007,-0.148
FDC,4,2013,,,0.447,0.298,6591,19126.0,0.71,2.5,6.056,0.793
FDC,3,2013,,,0.089,0.047,934,10667.0,0.481,0.9,-0.008,-0.034
FDC,2,2013,,,0.089,0.052,941,11046.0,0.599,1.5,0.271,0.035
FDC,1,2013,,,0.071,0.042,740,10677.0,0.595,1.5,-0.108,0.038
GAS,4,2022,13.1,3.2,0.267,0.183,7729,31275.0,0.723,2.9,0.095,0.057
GAS,3,2022,15.6,3.7,0.255,0.171,7057,29592.0,0.665,2.1,0.047,-0.046
GAS,2,2022,16.7,3.6,0.243,0.158,6738,31024.0,0.671,2.2,0.28,0.088
GAS,1,2022,20.0,3.7,0.192,0.131,5262,28504.0,0.641,1.9,0.161,0.068
GAS,4,2021,20.7,3.5,0.174,0.122,4531,26695.0,0.649,2.0,0.034,0.039
GAS,3,2021,21.5,3.7,0.175,0.124,4384,25683.0,0.671,2.2,0.049,0.051
GAS,2,2021,21.7,3.7,0.161,0.113,4178,24433.0,0.625,1.8,0.065,-0.074
GAS,1,2021,21.6,3.2,0.148,0.112,3922,26378.0,0.736,3.0,-0.039,0.044
GAS,4,2020,20.0,3.2,0.161,0.125,4081,25270.0,0.767,3.6,-0.145,0.035
GAS,3,2020,14.1,2.8,0.198,0.147,4773,24418.0,0.757,3.4,-0.086,-0.108
GAS,2,2020,11.9,2.3,0.206,0.151,5223,27377.0,0.78,3.9,-0.111,0.03
GAS,1,2020,8.4,1.9,0.237,0.176,5874,26569.0,0.777,3.9,-0.058,0.048
GAS,4,2019,13.9,3.4,0.253,0.191,6238,25363.0,0.78,4.0,-0.018,0.066
GAS,3,2019,15.5,4.1,0.276,0.197,6351,23795.0,0.728,3.1,-0.025,0.021
GAS,2,2019,13.5,3.8,0.284,0.187,6516,23302.0,0.684,2.5,-0.004,0.011
GAS,1,2019,13.6,3.8,0.284,0.195,6543,23050.0,0.711,2.9,0.035,-0.034
GAS,4,2018,12.1,3.2,0.278,0.195,6323,23870.0,0.73,3.1,-0.036,0.075
GAS,3,2018,15.6,4.6,0.305,0.206,6556,22202.0,0.697,2.6,0.116,-0.016
GAS,2,2018,13.1,3.4,0.271,0.175,5877,22567.0,0.635,2.0,0.124,-0.018
GAS,1,2018,21.3,4.9,0.236,0.157,5229,22984.0,0.665,2.2,0.045,0.062
GAS,4,2017,16.5,3.8,0.238,0.161,5003,21637.0,0.67,2.3,0.067,0.043
GAS,3,2017,12.4,2.8,0.224,0.151,4689,20735.0,0.655,2.2,0.117,0.0
GAS,2,2017,11.5,2.3,0.203,0.134,4199,20742.0,0.658,2.2,0.021,-0.026
GAS,1,2017,10.7,2.1,0.191,0.13,4113,21297.0,0.668,2.3,0.123,0.042
GAS,4,2016,13.3,2.4,0.175,0.123,3663,20446.0,0.688,2.5,0.405,-0.034
GAS,3,2016,20.9,2.6,0.121,0.088,2606,21159.0,0.697,2.7,-0.213,0.024
GAS,2,2016,14.5,2.3,0.16,0.113,3313,20655.0,0.664,2.3,-0.127,-0.051
GAS,1,2016,8.3,1.4,0.181,0.129,3795,21761.0,0.698,2.7,-0.149,0.014
GAS,4,2015,6.0,1.2,0.222,0.154,4458,21455.0,0.724,3.1,-0.305,-0.023
GAS,3,2015,5.1,1.5,0.317,0.227,6412,21954.0,0.766,4.0,-0.049,0.057
GAS,2,2015,6.6,2.1,0.344,0.253,6742,20765.0,0.752,3.7,-0.047,0.082
GAS,1,2015,6.6,2.4,0.366,0.259,7078,19185.0,0.693,3.1,-0.041,0.071
GAS,4,2014,,,0.407,0.271,7377,17914.0,0.638,2.2,0.224,0.02
GAS,3,2014,,,0.336,0.227,6025,17568.0,0.632,2.2,-0.003,-0.003
GAS,2,2014,,,0.342,0.235,6045,17613.0,0.683,2.8,0.029,-0.005
GAS,1,2014,,,0.336,0.226,5877,17704.0,0.658,2.5,-0.092,0.066
GAS,4,2013,,,0.409,0.259,6470,16609.0,0.629,2.2,-0.024,0.007
GAS,3,2013,,,0.425,0.259,6629,16500.0,0.653,2.5,0.042,0.031
GAS,2,2013,,,0.42,0.244,6365,16005.0,0.624,2.1,0.047,0.03
GDW,4,2022,12.1,1.5,0.123,0.076,2229,18450.0,0.609,1.6,-0.168,0.033
GDW,3,2022,7.8,1.2,0.154,0.09,2677,17865.0,0.621,1.6,0.628,0.035
GDW,2,2022,19.1,1.8,0.095,0.058,1645,17261.0,0.609,1.6,0.16,-0.054
GDW,1,2022,24.6,1.9,0.077,0.042,1418,18243.0,0.646,1.8,-0.244,0.019
GDW,4,2021,13.1,1.4,0.105,0.059,1875,17896.0,0.639,1.8,0.109,0.061
GDW,3,2021,14.3,1.4,0.103,0.052,1690,16862.0,0.543,1.2,-0.342,-0.025
GDW,2,2021,8.9,1.3,0.157,0.08,2568,17291.0,0.603,1.5,0.177,-0.06
GDW,1,2021,14.4,1.7,0.124,0.061,2181,18399.0,0.47,0.9,0.106,0.041
GDW,4,2020,9.5,1.1,0.116,0.058,1971,17676.0,0.49,1.0,1.201,0.11
GDW,3,2020,23.9,1.3,0.055,0.028,895,15921.0,0.464,0.9,-0.221,0.029
GDW,2,2020,16.3,1.2,0.073,0.036,1150,15472.0,0.434,0.8,-0.223,-0.08
GDW,1,2020,23.4,2.1,0.088,0.048,1480,16818.0,0.511,1.0,-0.175,0.031
GLT,4,2022,3.0,1.3,0.497,0.21,6456,14871.0,0.457,1.0,-0.058,-0.037
GLT,3,2022,4.0,1.8,0.514,0.273,6852,15440.0,0.515,1.2,0.103,-0.055
GLT,2,2022,3.8,1.4,0.454,0.29,6211,16342.0,0.613,1.9,0.035,0.041
GLT,1,2022,3.9,1.5,0.455,0.244,6001,15694.0,0.49,1.1,1.498,0.411
GLT,4,2021,9.9,2.1,0.226,0.105,2402,11123.0,0.382,0.7,-0.141,-0.008
GLT,3,2021,11.8,3.0,0.276,0.164,2797,11208.0,0.555,1.5,-0.125,0.018
GLT,2,2021,8.3,2.4,0.319,0.224,3199,11013.0,0.681,2.8,0.093,0.032
GLT,1,2021,7.4,2.0,0.277,0.188,2926,10675.0,0.624,2.0,0.237,-0.088
GLT,4,2020,7.8,1.6,0.208,0.133,2366,11707.0,0.606,1.9,0.163,0.119
GLT,3,2020,13.3,2.6,0.197,0.126,2035,10465.0,0.657,2.4,0.206,0.008
GLT,2,2020,11.0,1.8,0.158,0.113,1687,10379.0,0.724,3.5,-0.031,-0.135
GLT,1,2020,13.7,2.0,0.153,0.101,1741,11993.0,0.74,2.8,-0.103,0.081
GLT,4,2019,14.5,2.5,0.173,0.112,1941,11090.0,0.686,2.7,0.122,0.091
GLT,3,2019,18.3,3.1,0.166,0.103,1730,10164.0,0.619,1.9,-0.258,-0.078
GLT,2,2019,14.7,3.1,0.199,0.128,2332,11025.0,0.715,3.1,-0.027,0.017
GLT,1,2019,12.6,2.8,0.208,0.125,2396,10836.0,0.597,1.7,-0.14,-0.05
GLT,4,2018,24.5,6.0,0.245,0.143,2785,11407.0,0.616,2.0,-0.109,0.067
GLT,3,2018,16.8,4.9,0.275,0.163,3126,10692.0,0.619,2.0,0.04,-0.141
GLT,2,2018,21.4,5.2,0.225,0.14,3006,12452.0,0.595,1.7,-0.243,0.02
GLT,1,2018,13.4,4.4,0.315,0.176,3974,12204.0,0.599,1.7,-0.059,0.077
GLT,4,2017,14.4,5.4,0.348,0.181,4223,11335.0,0.553,1.5,-0.154,-0.062
GLT,3,2017,10.5,4.3,0.398,0.213,4992,12080.0,0.57,1.6,0.035,-0.152
GLT,2,2017,7.2,2.4,0.362,0.215,4825,14238.0,0.65,2.1,0.131,0.091
GLT,1,2017,8.0,2.6,0.344,0.168,4265,13048.0,0.526,1.2,0.313,0.009
GLT,4,2016,10.5,2.6,0.241,0.125,3249,12930.0,0.493,1.1,0.214,-0.006
GLT,3,2016,8.6,1.8,0.207,0.111,2676,13014.0,0.507,1.2,-0.093,0.049
GLT,2,2016,10.7,2.5,0.239,0.135,2949,12407.0,0.54,1.4,0.03,0.058
GLT,1,2016,7.1,1.7,0.232,0.121,2864,11730.0,0.449,0.9,-0.153,-0.167
GLT,4,2015,5.6,1.3,0.243,0.148,3381,14084.0,0.544,1.5,0.167,0.093
GLT,3,2015,5.8,1.3,0.224,0.141,2897,12887.0,0.574,1.6,0.175,0.051
GLT,2,2015,5.4,1.1,0.19,0.122,2466,12259.0,0.592,1.7,0.127,-0.004
GLT,1,2015,5.6,1.0,0.166,0.104,2188,12305.0,0.582,1.7,0.119,-0.071
GLT,4,2014,,,0.138,0.096,1955,13240.0,0.664,2.4,0.419,0.049
GLT,3,2014,,,0.101,0.068,1377,12619.0,0.673,2.4,-0.402,-0.01
GLT,2,2014,,,0.143,0.107,2304,12743.0,0.647,2.7,0.05,0.018
GLT,1,2014,,,0.138,0.092,2194,12519.0,0.593,2.0,-0.547,-0.068
GLT,4,2013,,,0.318,0.226,4841,13429.0,0.646,2.8,-0.108,0.008
GLT,3,2013,,,0.354,0.239,5426,13315.0,0.613,2.2,0.059,-0.253
GLT,2,2013,,,0.297,0.222,5122,17814.0,0.757,4.4,-0.063,0.01
GLT,1,2013,,,0.309,0.212,5467,17646.0,0.666,2.5,0.835,0.166
GMD,4,2022,13.8,2.0,0.15,0.083,3301,22985.0,0.525,1.5,-0.001,-0.027
GMD,3,2022,14.2,2.0,0.153,0.092,3304,23620.0,0.606,2.2,0.134,0.039
GMD,2,2022,17.4,2.2,0.135,0.081,2914,22740.0,0.602,2.1,0.201,0.039
GMD,1,2022,23.5,2.6,0.116,0.07,2426,21884.0,0.601,2.0,0.209,0.045
GMD,4,2021,23.0,2.2,0.099,0.059,2006,20942.0,0.588,1.9,0.296,0.069
GMD,3,2021,32.0,2.5,0.08,0.047,1548,19597.0,0.596,2.0,0.068,-0.041
GMD,2,2021,28.9,2.1,0.072,0.043,1450,20439.0,0.602,2.1,0.095,0.019
GMD,1,2021,24.9,1.6,0.066,0.039,1323,20052.0,0.603,2.1,0.091,0.023
GMD,4,2020,26.2,1.6,0.062,0.037,1213,19603.0,0.599,2.0,-0.034,0.016
GMD,3,2020,18.6,1.2,0.063,0.038,1255,19299.0,0.592,2.0,-0.147,-0.034
GMD,2,2020,11.8,0.9,0.073,0.044,1472,19975.0,0.598,2.0,-0.128,0.004
GMD,1,2020,8.3,0.7,0.085,0.05,1688,19895.0,0.583,1.9,-0.011,0.022
GMD,4,2019,12.7,1.1,0.088,0.051,1708,19459.0,0.579,1.8,-0.149,-0.063
GMD,3,2019,12.0,1.2,0.101,0.06,2007,20757.0,0.628,2.3,0.027,0.024
GMD,2,2019,11.7,1.1,0.098,0.059,1955,20267.0,0.614,2.2,-0.136,0.019
GMD,1,2019,10.3,1.2,0.116,0.069,2262,19892.0,0.601,2.0,-0.627,0.022
GMD,4,2018,3.8,1.2,0.301,0.173,6071,19469.0,0.59,1.9,-0.02,0.028
GMD,3,2018,3.8,1.3,0.315,0.181,6196,18944.0,0.568,1.7,0.015,-0.037
GMD,2,2018,3.4,1.1,0.308,0.182,6106,19675.0,0.593,1.9,0.098,0.038
GMD,1,2018,4.6,1.3,0.305,0.168,5560,18963.0,0.58,1.8,2.325,-0.093
GMD,4,2017,16.2,1.3,0.088,0.047,1672,20910.0,0.561,1.7,0.232,0.026
GMD,3,2017,21.8,1.4,0.073,0.041,1357,20388.0,0.578,1.9,0.06,0.019
GMD,2,2017,22.7,1.5,0.07,0.04,1281,20014.0,0.588,2.0,-0.055,0.147
GMD,1,2017,17.2,1.3,0.078,0.042,1356,17453.0,0.52,1.4,0.071,0.015
