TradingDate,Open,High,Low,Close,Volume,percent_change
5/10/2022,24000,25300,24000,25200,6494400,0.001988072
5/9/2022,26700,26800,25150,25150,5432800,-0.068518519
5/6/2022,27300,27900,27000,27000,2335600,-0.032258065
5/5/2022,27400,27900,27000,27900,4604600,0.033333333
5/4/2022,27750,28000,26900,27000,4604700,-0.027027027
4/29/2022,27850,28350,27750,27750,5947200,-0.015957447
4/28/2022,28300,28450,27950,28200,2072300,-0.003533569
4/27/2022,27650,28300,27500,28300,3380800,0.023508137
4/26/2022,27000,27750,25500,27650,5977600,0.010968921
4/25/2022,29350,29350,27350,27350,6285600,-0.069727891
4/22/2022,29450,29600,28900,29400,3585200,0.013793103
4/21/2022,28600,29500,28400,29000,5307000,0.010452962
4/20/2022,28750,29300,28550,28700,4259300,-0.00173913
4/19/2022,29500,29900,28750,28750,4637100,-0.015410959
4/18/2022,30900,30900,29200,29200,8403800,-0.058064516
4/15/2022,31450,31450,30900,31000,5073900,-0.006410256
4/14/2022,31500,31900,31150,31200,2929200,-0.00952381
4/13/2022,31200,31650,31200,31500,4187400,0.016129032
4/12/2022,32150,32200,31000,31000,5690000,-0.03276131
4/8/2022,32500,32550,32050,32050,5331500,-0.015360983
4/7/2022,32700,33000,32350,32550,6080300,-0.001533742
4/6/2022,32100,32650,32100,32600,5774800,0.007727975
4/5/2022,32500,32800,32350,32350,6075100,-0.0152207
4/4/2022,33400,33400,32850,32850,6673500,-0.006051437
4/1/2022,32500,33150,32450,33050,8660000,0.018489985
3/31/2022,32100,32600,32100,32450,4793800,0.012480499
3/30/2022,31900,32550,31850,32050,5038200,0.0015625
3/29/2022,32000,32100,31900,32000,2982900,0.006289308
3/28/2022,32200,32550,31800,31800,6380700,-0.01242236
3/25/2022,32500,32700,32100,32200,5555200,-0.010752688
3/24/2022,32800,32900,32550,32550,4490100,-0.00913242
3/23/2022,33000,33450,32850,32850,4020700,-0.004545455
3/22/2022,32800,33250,32800,33000,6091300,0.00456621
3/21/2022,32800,32950,32550,32850,3447300,0.00152439
3/18/2022,32900,33200,32800,32800,4224200,0.003058104
3/17/2022,32300,32950,32200,32700,8350900,0.021875
3/16/2022,32250,32350,32000,32000,4339000,0.001564945
3/15/2022,31950,32250,31850,31950,3683000,0.001567398
3/14/2022,32300,32400,31800,31900,4982400,-0.010852713
3/11/2022,32100,32400,32050,32250,3733000,0.004672897
3/10/2022,32500,32700,32100,32100,3810500,0.003125
3/9/2022,32100,32350,31700,32000,5732700,-0.001560062
3/8/2022,32000,32450,31950,32050,7175000,-0.00311042
3/7/2022,32100,32500,32100,32150,9901400,-0.018320611
3/4/2022,32650,32950,32400,32750,5933800,0.004601227
3/3/2022,32100,32600,32050,32600,6542200,0.01875
3/2/2022,33200,33250,31900,32000,20423400,-0.039039039
3/1/2022,33300,33600,33150,33300,7737300,0.004524887
2/28/2022,33850,33850,33150,33150,12721000,-0.020679468
2/25/2022,34100,34300,33700,33850,10212900,0
2/24/2022,34600,34700,33100,33850,16477000,-0.028694405
2/23/2022,34900,35150,34700,34850,6729000,0.007225434
2/22/2022,34000,34700,33750,34600,9003800,0.005813953
2/21/2022,34600,34850,33800,34400,12018600,-0.005780347
2/18/2022,34650,34950,34550,34600,8303800,-0.008595989
2/17/2022,34750,35150,34650,34900,5945600,0.007215007
2/16/2022,35300,35400,34550,34650,7858400,-0.008583691
2/15/2022,34800,35200,34500,34950,13310400,0.010115607
2/14/2022,36350,36500,34600,34600,15118300,-0.059782609
2/11/2022,36850,37300,36800,36800,10407100,0.001360544
2/10/2022,36400,36900,36100,36750,8989600,0.011004127
2/9/2022,36500,37100,36350,36350,9201900,-0.004109589
2/8/2022,36200,37000,36050,36500,9097100,0.005509642
2/7/2022,37400,37400,36300,36300,14883200,-0.016260163
1/28/2022,36800,37400,36700,36900,8727700,0
1/27/2022,37150,37650,36700,36900,11740400,-0.019920319
1/26/2022,37500,38200,37050,37650,21981300,0.017567568
1/25/2022,35600,37000,35600,37000,18851200,0.037868163
1/24/2022,35500,36450,35350,35650,17475400,0.00281294
1/21/2022,35100,36500,34800,35550,15424600,0.012820513
1/20/2022,33500,35450,33100,35100,13774600,0.038461538
1/19/2022,34900,35150,33750,33800,9741800,-0.02170767
1/18/2022,34700,35650,34200,34550,15069400,-0.012857143
1/17/2022,35600,36750,34300,35000,27495800,-0.012693935
1/14/2022,35000,35800,34600,35450,9258500,0.008534851
1/13/2022,34400,36200,34150,35150,35122100,0.029282577
1/12/2022,33000,34200,32250,34150,12781800,0.034848485
1/11/2022,33500,33700,32750,33000,7061400,-0.009009009
1/10/2022,33300,33650,33050,33300,8306400,0.003012048
1/7/2022,34000,34450,33100,33200,12412400,-0.023529412
1/6/2022,34500,34550,33850,34000,11753800,-0.021582734
1/5/2022,35000,35200,34700,34750,10443800,0
1/4/2022,34450,34950,34200,34750,12031300,0.025073746
12/31/2021,34000,34900,33900,33900,13259300,0.00295858
12/30/2021,34100,34400,33800,33800,6289300,-0.010248902
12/29/2021,34000,34450,33900,34150,10226000,0.007374631
12/28/2021,33500,34250,33400,33900,13587500,0.01497006
12/27/2021,33000,33450,32850,33400,8106900,0.015197568
12/24/2021,31950,33000,31850,32900,6638300,0.02173913
12/23/2021,31700,32200,31050,32200,8936500,0.017377567
12/22/2021,32250,32250,31550,31650,9342300,-0.0109375
12/21/2021,32400,32700,32000,32000,6860700,-0.013867488
12/20/2021,32900,33000,32400,32450,4919500,-0.015174507
12/17/2021,32500,33200,32300,32950,8037200,0.013846154
12/16/2021,32450,32700,32200,32500,6675900,0.007751938
12/15/2021,32400,32700,32200,32250,5399900,-0.00462963
12/14/2021,33000,33050,32350,32400,7281800,-0.009144011
12/13/2021,33090,33285,32699,32699,8116600,-0.001496275
12/10/2021,32992,33383,32699,32748,5905600,-0.005919315
12/9/2021,32211,32943,32114,32943,5943400,0.022725156
12/8/2021,32162,32455,31918,32211,6394700,0.009179773
12/7/2021,31723,32114,31577,31918,6319600,0.018670411
12/6/2021,32211,32553,30845,31333,12851200,-0.027257769
12/3/2021,33383,33383,32211,32211,9828100,-0.023672405
12/2/2021,33578,33919,32992,32992,7856200,-0.005875795
12/1/2021,32748,33187,32455,33187,9082700,0.013405399
11/30/2021,34164,34261,32504,32748,11067800,-0.02043014
11/29/2021,32748,33871,32748,33431,13763700,-0.00146356
11/26/2021,34359,34603,33285,33480,15203800,-0.024191198
11/25/2021,34944,34944,34212,34310,14250500,-0.007061411
11/24/2021,33383,34554,33236,34554,25476800,0.038125282
11/23/2021,33627,33627,32895,33285,9854300,-0.011581292
11/22/2021,32260,34017,32211,33675,27853200,0.051817841
11/19/2021,31430,32407,31382,32016,21682100,0.020202664
11/18/2021,31479,31723,31138,31382,9932800,-0.003081419
11/17/2021,31674,31723,31382,31479,6723600,-0.004648074
11/16/2021,31528,31967,31430,31626,8840900,-0.003057718
11/15/2021,32211,32358,31479,31723,9553400,-0.006109405
11/12/2021,30991,31918,30845,31918,10871900,0.023472071
11/11/2021,31626,31723,30747,31186,14020000,-0.016927781
11/10/2021,32211,32309,31723,31723,8512900,-0.013649649
11/9/2021,32162,32553,31967,32162,15592100,0.00456022
11/8/2021,31918,32162,31235,32016,11218800,0.003070368
11/5/2021,31967,32016,31430,31918,10491300,0.003048301
11/4/2021,32407,32407,31772,31821,11372800,-0.012107665
11/3/2021,31723,32455,31577,32211,20780600,0.018497439
11/2/2021,31430,31821,31284,31626,11821700,0.00623608
11/1/2021,31040,31626,30845,31430,17976000,0.022213549
10/29/2021,30747,30991,30503,30747,13017400,0.006382561
10/28/2021,30601,30650,30259,30552,14396300,0.00642356
10/27/2021,29478,30454,29234,30357,19607500,0.040157615
10/26/2021,29185,29576,28990,29185,5963000,0
10/25/2021,28941,29429,28649,29185,8168800,0.008430946
10/22/2021,29088,29185,28941,28941,4273800,-0.003374772
10/21/2021,29332,29381,29039,29039,7367500,-0.00833248
10/20/2021,29673,29673,28844,29283,9264000,-0.009906681
10/19/2021,29673,29820,29478,29576,6920900,0.003324513
10/18/2021,30015,30113,29429,29478,9758400,-0.014673931
10/15/2021,29966,30210,29771,29917,8245800,0.001607017
10/14/2021,29966,30161,29771,29869,8529700,-0.003237002
10/13/2021,30064,30552,29966,29966,7013200,-0.003259713
10/12/2021,30406,30747,30015,30064,10815800,-0.006444364
10/11/2021,28893,30259,28893,30259,16940800,0.05263341
10/8/2021,28795,28941,28649,28746,6603500,0.003385808
10/7/2021,28697,28941,28551,28649,7918400,0.001713287
10/6/2021,29039,29088,28356,28600,6885600,-0.006772009
10/5/2021,28307,28844,28307,28795,8712300,0.027878918
10/4/2021,28893,28990,28014,28014,20181900,-0.035297359
10/1/2021,29673,29820,28990,29039,12094000,-0.021366225
9/30/2021,29673,30113,29673,29673,6717000,0
9/29/2021,30210,30259,29625,29673,10281500,-0.017775571
9/28/2021,30064,30308,29966,30210,6725900,-0.001619353
9/27/2021,31040,31138,30259,30259,7758400,-0.022073557
9/24/2021,30942,31138,30845,30942,6347500,0.003144756
9/23/2021,30747,31138,30650,30845,8174400,0.007973596
9/22/2021,30650,30796,30406,30601,7714100,-0.004748431
9/21/2021,30747,30942,30552,30747,8136200,-0.011000675
9/20/2021,31528,31528,31089,31089,8741100,0.001578608
9/17/2021,30991,31382,30942,31040,6833300,0.004725837
9/16/2021,30747,31284,30650,30894,6372600,0.016049464
9/15/2021,30259,30747,30259,30406,7128400,-0.001576148
9/14/2021,31138,31284,30454,30454,8996700,-0.020425231
9/13/2021,31479,31577,31040,31089,8458400,-0.013924131
9/10/2021,31723,31918,31528,31528,6653200,-0.003098716
9/9/2021,31382,31626,31333,31626,7646900,0.007775158
9/8/2021,32016,32260,31235,31382,8356000,-0.015312206
9/7/2021,31382,32162,31382,31870,10817600,0.01873162
9/6/2021,31284,31528,31040,31284,11552700,0
9/1/2021,31040,31528,30845,31284,15294300,0.007860825
8/31/2021,31723,31772,31040,31040,12240800,-0.015478305
8/30/2021,30650,31528,30552,31528,13238800,0.036900612
8/27/2021,29966,30454,29381,30406,19888900,-0.001576148
8/26/2021,31528,31918,30357,30454,21097200,-0.029571092
8/25/2021,31918,32016,30942,31382,18206800,-0.018300122
8/24/2021,32114,32407,31870,31967,11178500,0.001535184
8/23/2021,31918,32651,31870,31918,19696000,0
8/20/2021,33480,33919,31235,31918,23431900,-0.046654719
8/19/2021,33529,33675,33334,33480,11372200,-0.005790646
8/18/2021,33871,33968,33480,33675,11145200,-0.002901726
8/17/2021,34554,34652,33724,33773,11928200,-0.014243601
8/16/2021,33480,34603,33285,34261,21662500,0.02332736
8/13/2021,33578,33773,32895,33480,12211300,-0.002918578
8/12/2021,33675,33919,33480,33578,13117700,0.002927121
8/11/2021,33822,34261,33480,33480,17304500,-0.010111762
8/10/2021,34115,34115,33627,33822,12035700,0.002905942
8/9/2021,33285,33773,33139,33724,15498800,0.011699766
8/6/2021,33529,34066,33285,33334,18941900,-0.001467813
8/5/2021,33090,33383,32797,33383,13354900,0.005905927
8/4/2021,33480,33627,33090,33187,15293800,-0.002944269
8/3/2021,32943,33285,32455,33285,22282600,0.010381568
8/2/2021,32992,33383,32846,32943,25104900,-0.018911192
7/30/2021,33187,33871,33139,33578,20779300,0.014747658
7/29/2021,32504,33334,32407,33090,17023000,0.030391729
7/28/2021,31723,32309,31723,32114,7149800,0.012325442
7/27/2021,31723,32553,31626,31723,15896500,0.010866102
7/26/2021,31430,31723,31040,31382,10150900,-0.010749299
7/23/2021,32358,32895,31723,31723,16262300,-0.029848008
7/22/2021,32065,33139,31967,32699,13304000,0.019772337
7/21/2021,32651,33041,31918,32065,9944500,-0.012016638
7/20/2021,31528,32504,30894,32455,20034800,0.031004797
7/19/2021,32699,33139,31479,31479,20727100,-0.069274437
7/16/2021,34554,34554,33822,33822,9668600,-0.010010537
7/15/2021,32992,34603,32797,34164,15110200,0.038577291
7/14/2021,33822,34505,32895,32895,16349700,-0.025997098
7/13/2021,34652,35091,32992,33773,11766000,-0.011444796
7/12/2021,36165,36213,34164,34164,27996400,-0.069126182
7/9/2021,37287,37873,36116,36701,18298100,-0.025904398
7/8/2021,38361,39044,37677,37677,14109100,-0.011543406
7/7/2021,37873,38263,36701,38117,26836900,0.039176663
7/6/2021,39705,40234,36680,36680,26003500,-0.069082788
7/5/2021,39856,40083,38949,39402,19600400,-0.011391008
7/2/2021,39856,40234,39629,39856,16549400,0.005728128
7/1/2021,39856,40310,39251,39629,29241200,-0.005695504
6/30/2021,41066,41217,39705,39856,31366000,-0.022274556
6/29/2021,41142,41369,40461,40764,18646000,-0.009187691
6/28/2021,41217,41444,40688,41142,13909500,0.011158081
6/25/2021,40234,40688,39629,40688,14298400,0.007502786
6/24/2021,40612,41369,40159,40385,24594800,0.013272782
6/23/2021,39478,40461,39251,39856,16906300,0.01541362
6/22/2021,38344,39629,37890,39251,21910600,0.031807786
6/21/2021,38344,38949,37814,38041,11267800,-0.017586902
6/18/2021,38873,39705,38570,38722,13217400,0.013877252
6/17/2021,37436,38570,37360,38192,17430700,0
6/16/2021,39024,39024,38192,38192,21380600,-0.030709101
6/15/2021,39705,40083,39175,39402,16190500,-0.007631281
6/14/2021,40385,40839,39327,39705,14106200,-0.007548679
6/11/2021,37814,40007,37512,40007,17955900,0.068677209
6/10/2021,38192,38495,37436,37436,11556800,-0.019794721
6/9/2021,37436,38570,36680,38192,14885700,0.03060068
6/8/2021,39024,39705,37058,37058,16100500,-0.057695731
6/7/2021,40612,40688,38570,39327,17794800,-0.037023433
6/4/2021,40612,41520,40537,40839,12980000,0.007449984
6/3/2021,40083,40990,39327,40537,17478700,0.030767666
6/2/2021,39175,40007,39024,39327,14835300,-0.011387632
6/1/2021,40461,40764,39705,39780,10726300,-0.009437486
5/31/2021,38722,40159,38570,40159,17663200,0.037110686
5/28/2021,38268,38797,37890,38722,16908700,0.019939418
5/27/2021,39024,39100,37814,37965,19716800,-0.025263807
5/26/2021,38797,39175,38419,38949,13860100,0.007840397
5/25/2021,39024,39327,38646,38646,10875800,-0.001962709
5/24/2021,36907,39024,36755,38722,30504900,0.061138363
5/21/2021,36907,37285,36453,36491,15853000,-0.013276729
5/20/2021,36793,36982,36339,36982,14056500,0.01873175
5/19/2021,35394,36491,35167,36302,17470800,0.031160347
5/18/2021,35281,35507,34940,35205,17653600,-0.004270845
5/17/2021,35583,35999,35091,35356,17025300,-0.005317204
5/14/2021,35545,35886,35281,35545,17062600,0.010748713
5/13/2021,33806,35659,33768,35167,34020000,0.033320601
5/12/2021,33201,34033,33163,34033,19602800,0.0180986
5/11/2021,33844,33957,33428,33428,15717800,-0.013370326
5/10/2021,34033,34108,33655,33881,25185800,0.022822642
5/7/2021,32218,33201,31991,33125,25587800,0.020958545
5/6/2021,32520,33050,32293,32445,19927200,-0.010370596
5/5/2021,32974,33579,32785,32785,22165900,0.008148831
5/4/2021,30289,32520,30289,32520,25413700,0.053927923
4/29/2021,30251,30894,30062,30856,14195400,0.026412082
4/28/2021,29949,30592,29911,30062,7986500,0.002501084
4/27/2021,29911,30327,29722,29987,7161800,-0.001232347
4/26/2021,31234,31234,29987,30024,12681700,-0.038739835
4/23/2021,29835,31310,29495,31234,17558700,0.05491759
4/22/2021,31575,31726,29608,29608,21428500,-0.067875582
4/20/2021,32255,32634,31386,31764,23241600,-0.011760314
4/19/2021,31915,32142,31234,32142,16032000,0.011900264
4/16/2021,32066,32671,30856,31764,21441800,-0.004731318
4/15/2021,32407,32520,31764,31915,13938300,-0.012866908
4/14/2021,31688,32520,31386,32331,14310200,0.016634174
4/13/2021,32898,32898,31764,31802,15121500,-0.026598512
4/12/2021,32218,32747,32104,32671,13503200,0.016458217
4/9/2021,32142,32293,31991,32142,14650600,-0.00235893
4/8/2021,32596,32747,32218,32218,11652100,-0.009286593
4/7/2021,32520,33125,32369,32520,12150700,0
4/6/2021,31726,32936,31461,32520,22526100,0.023800529
4/5/2021,31764,31991,31386,31764,16216000,0.016968688
4/2/2021,31386,31424,31008,31234,12198800,0.006087937
4/1/2021,30478,31272,30478,31045,18695800,0.022394204
3/31/2021,30554,30894,30251,30365,11841600,-0.006185769
3/30/2021,30478,30856,30138,30554,11152600,0.010016198
3/29/2021,29949,30289,29722,30251,11589800,0.024311787
3/26/2021,29684,30100,28587,29533,16252400,-0.008893214
3/25/2021,29873,30365,29419,29798,14674100,0.010272928
3/24/2021,30251,30592,29419,29495,18260600,-0.037023736
3/23/2021,31159,31197,30403,30629,14649900,-0.014606055
3/22/2021,30970,31575,30629,31083,20682100,0.016049948
3/19/2021,30516,30932,30478,30592,8287200,-0.001208005
3/18/2021,31159,31348,30403,30629,16047000,0.024004547
3/17/2021,28587,29949,28436,29911,23685900,0.049067059
3/16/2021,28852,28890,28474,28512,7061600,-0.007898674
3/15/2021,28739,28890,28550,28739,6762100,0.001323996
3/12/2021,29003,29117,28701,28701,6997500,-0.006542056
3/11/2021,28701,29079,28587,28890,7639300,0.017325164
3/10/2021,28172,28587,28020,28398,7468500,0.009383664
3/9/2021,28663,28663,28058,28134,10113900,-0.018455849
3/8/2021,29041,29192,28398,28663,7574900,-0.00264449
3/5/2021,28814,29079,28361,28739,10156400,-0.007836774
3/4/2021,29495,29495,28361,28966,10315800,-0.007741847
3/3/2021,29041,29344,28966,29192,13074300,0.015762553
3/2/2021,29117,29192,28739,28739,7320600,-0.002602901
3/1/2021,28512,28890,28436,28814,13954000,0.022788584
2/26/2021,27793,28247,27604,28172,8851000,-0.001311638
2/25/2021,28625,28663,28020,28209,8490300,-0.005359473
2/24/2021,28323,28852,28020,28361,14250600,0.012169879
2/23/2021,28058,28436,27982,28020,8347300,0.001358016
2/22/2021,27982,28777,27831,27982,11349900,0
2/19/2021,27453,28361,27302,27982,12154600,0.005425605
2/18/2021,27756,28020,27453,27831,10032300,0
2/17/2021,27529,27831,27113,27831,9896400,0.039556253
2/9/2021,26054,26810,25714,26772,8069900,0.039648946
2/8/2021,27151,27302,25638,25751,12845300,-0.0489012
2/5/2021,26432,27075,26281,27075,8496700,0.031703692
