organCode,ticker,comGroupCode,icbCode,organTypeCode,comTypeCode,organName,organShortName,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,status,code,message,traceId
104498100,VVS,UpcomIndex,3353,DN,CT,Công ty Cổ phần Đầu tư Phát triển Máy Việt Nam,Đầu tư Phát triển Máy Việt Nam,UPCOM,Đầu tư Phát triển Máy Việt Nam,211,3353,Ô tô và phụ tùng,Automobiles & Parts,,352,105,0,https://vimid.vn,3.3,0.024,0.003,,20.5,20.5,CT,,,,
304941312,XDC,UpcomIndex,2357,DN,CT,Công ty TNHH MTV Xây dựng Công trình Tân Cảng,Xây dựng Công trình Tân Cảng,UPCOM,Xây dựng Công trình Tân Cảng,181,2357,Xây dựng và Vật liệu,Construction & Materials,,110,0,0,https://saigonnewport.com.vn,3.7,0.736,2.959,,9,0,CT,,,,
10659,HSV,UpcomIndex,1757,DN,CT,Công ty Cổ phần Tập đoàn HSV Việt Nam,Gang Thép Hà Nội,UPCOM,Gang Thép Hà Nội,159,1757,Tài nguyên Cơ bản,Basic Resources,2013,0,109,0.003,https://gangthephanoi.com,3.7,-0.004,-0.075,-0.414,15.7,15.7,CT,,,,
10669,CST,UpcomIndex,1771,DN,CT,Công ty Cổ phần Than Cao Sơn - TKV,Than Cao Sơn - TKV,UPCOM,Than Cao Sơn - TKV,160,1771,Tài nguyên Cơ bản,Basic Resources,2020,3473,5157,0.06,http://thancaoson.vn,4,-0.044,-0.003,0.396,42.8,42.8,CT,,,,
10708,BVL,UpcomIndex,8637,DN,CT,Công ty Cổ phần BV Land,BV Land,UPCOM,BV Land,339,8637,Bất động sản,Real Estate,2008,46,175,0,http://bvland.vn,,-0.044,-0.083,-0.577,57.3,57.3,CT,,,,
10709,SGI,UpcomIndex,3763,DN,CT,Công ty Cổ phần Đầu tư phát triển Sài Gòn 3 Group,ĐT PT Sài Gòn 3 Group,UPCOM,ĐT PT Sài Gòn 3 Group,226,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2018,0,490,0,https://www.saigon3group.com.vn,3.6,-0.099,-0.059,-0.093,75.5,75.5,CT,,,,
10729,TOS,UpcomIndex,573,DN,CT,Công ty Cổ phần Dịch vụ biển Tân Cảng,Dịch vụ biển Tân Cảng,UPCOM,Dịch vụ biển Tân Cảng,316,573,Dầu khí,Oil & Gas,2012,663,160,0,https://tancangoffshore.com,3.8,-0.042,-0.005,-0.195,31,31,CT,,,,
10780,VTZ,HNXIndex,1353,DN,CT,Công ty Cổ phần Sản xuất và Thương mại Nhựa Việt Thành,Nhựa Việt Thành,HNX,Nhựa Việt Thành,150,1353,Hóa chất,Chemicals,2011,397,245,0.001,https://vithacoplastic.com,3.4,0.007,-0.056,0.171,23,23,CT,,,,
10825,SSH,UpcomIndex,8633,DN,CT,Công ty Cổ phần Phát triển Sunshine Homes,Phát triển Sunshine Homes,UPCOM,Phát triển Sunshine Homes,336,8633,Bất động sản,Real Estate,2015,0,243,0,https://ssh.vn,2.9,-0.004,-0.02,-0.012,375,375,CT,,,,
10847,BCA,UpcomIndex,1757,DN,CT,Công ty cổ phần B.C.H,Công ty B.C.H,UPCOM,Công ty B.C.H,159,1757,Tài nguyên Cơ bản,Basic Resources,2004,0,114,0,https://bch.com.vn,3.3,0.018,0.044,-0.366,19,19,CT,,,,
10919,FUCTVGF3,VNINDEX,8985,OTHER,QU,Quỹ Đầu tư Tăng trưởng Thiên Việt 3,Quỹ Đầu tư Tăng trưởng Thiên Việt 3,HOSE,Quỹ Đầu tư Tăng trưởng Thiên Việt 3,302,8985,Dịch vụ tài chính,Financial Services,2019,0,0,0,https://www.tvam.vn/vi,5,-0.004,-0.025,0.476,19.9,19.9,QU,,,,
10929,FUEIP100,VNINDEX,8985,OTHER,QU,Quỹ ETF IPAAM VN100,ETF IPAAM VN100,HOSE,ETF IPAAM VN100,302,8985,Dịch vụ tài chính,Financial Services,2019,0,0,0.013,https://ipaam.com.vn/vi/home,5,-0.001,-0.012,-0.055,5.7,5.7,QU,,,,
10966,GMH,VNINDEX,2353,DN,CT,Công ty Cổ phần Minh Hưng Quảng Trị,Minh Hưng Quảng Trị,HOSE,Minh Hưng Quảng Trị,180,2353,Xây dựng và Vật liệu,Construction & Materials,2006,405,173,0.001,http://minhhungqt.vn,4.2,-0.018,-0.067,-0.199,16.5,16.5,CT,,,,
10969,BIG,UpcomIndex,8637,DN,CT,Công ty cổ phần BIG Invest Group,BIG Invest Group,UPCOM,BIG Invest Group,339,8637,Bất động sản,Real Estate,2017,0,140,0.001,https://biginvestgroup.vn,3.5,0.196,0.175,-0.522,5,5,CT,,,,
10990,CMM,UpcomIndex,3577,DN,CT,Công ty Cổ phần Camimex,Camimex,UPCOM,Camimex,218,3577,Thực phẩm và đồ uống,Food & Beverage,2013,862,110,0,https://cmmseafood.com.vn,3.7,-0.034,0.041,,57,57,CT,,,,
11009,CNA,UpcomIndex,3573,DN,CT,Công ty Cổ phần Tổng công ty Chè Nghệ An,Tổng công ty Chè Nghệ An - CTCP,UPCOM,Tổng công ty Chè Nghệ An - CTCP,217,3573,Thực phẩm và đồ uống,Food & Beverage,1992,515,0,0,http://ngheantea.com.vn,3.1,-0.004,-0.025,0.164,3.4,0.8,CT,,,,
11096,FUEKIV30,VNINDEX,8985,OTHER,QU,Quỹ ETF KIM GROWTH VN30,KIM GROWTH VN30 ETF,HOSE,KIM GROWTH VN30 ETF,302,8985,Dịch vụ tài chính,Financial Services,2021,0,0,0.838,https://koreainvestment.com.vn/en/home,5,0.003,-0.022,-0.01,44,44,QU,,,,
12109,ODE,UpcomIndex,5553,DN,CT,Công ty cổ phần Tập đoàn Truyền thông và Giải trí ODE,Tập đoàn Truyền thông và Giải trí ODE,UPCOM,Tập đoàn Truyền thông và Giải trí ODE,254,5553,Truyền thông,Media,2016,0,126,0,https://ode.vn,3.3,0.028,0.034,0.127,10,10,CT,,,,
12110,HMR,HNXIndex,2353,DN,CT,Công ty cổ phần Đá Hoàng Mai,Đá Hoàng Mai,HNX,Đá Hoàng Mai,180,2353,Xây dựng và Vật liệu,Construction & Materials,2011,65,143,0,https://rcchoangmai.vn,4.1,0.01,0.019,-0.039,5.6,5.6,CT,,,,
12166,PCH,HNXIndex,1353,DN,CT,Công ty Cổ phần Nhựa Picomat,Nhựa Picomat,HNX,Nhựa Picomat,150,1353,Hóa chất,Chemicals,2010,51,129,0,https://picomat.vn,4,0.139,0.118,,20,20,CT,,,,
12211,DSD,UpcomIndex,5755,DN,CT,Công ty cổ phần DHC Suối Đôi,DHC Suối Đôi,UPCOM,DHC Suối Đôi,260,5755,Du lịch và Giải trí,Travel & Leisure,2014,223,307,0,https://dhcsuoidoi.vn,3,-0.004,0.314,0.128,36.6,31.1,CT,,,,
12215,NO1,VNINDEX,2757,DN,CT,Công ty Cổ phần Tâp đoàn 911,Tâp đoàn 911,HOSE,Tâp đoàn 911,189,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,50,138,0,https://911group.com.vn,3.8,0.003,-0.118,,24,24,CT,,,,
12220,MGR,UpcomIndex,8633,DN,CT,Công ty cổ phần Tập đoàn MGROUP,Tập đoàn MGROUP,UPCOM,Tập đoàn MGROUP,336,8633,Bất động sản,Real Estate,2013,0,119,0,https://www.mgroup.vn,3.8,-0.175,-0.125,-0.399,20,20,CT,,,,
12281,PPT,UpcomIndex,7573,DN,CT,Công ty cổ phần Petro Times,Petro Times,UPCOM,Petro Times,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2015,0,307,0,https://petrotimesgroup.com,3.2,0.002,-0.031,,15,15,CT,,,,
12358,CVP,UpcomIndex,2777,DN,CT,Công ty cổ phần Cảng Cửa Việt,Cảng Cửa Việt,UPCOM,Cảng Cửa Việt,193,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,20,20,0,https://cuavietport.com,3.8,-0.004,-0.025,0.164,3.4,3.4,CT,,,,
12464,CAR,UpcomIndex,2793,DN,CT,Công ty cổ phần Tập đoàn Giáo dục Trí Việt,Tập đoàn Giáo dục Trí Việt,UPCOM,Tập đoàn Giáo dục Trí Việt,196,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,0,103,0,https://trivietgroup.edu.vn,5,0.015,-0.015,,3.2,3.2,CT,,,,
12562,GPC,UpcomIndex,4577,DN,CT,Công ty Cổ phần Tập đoàn Green+,Tập đoàn Green+,UPCOM,Tập đoàn Green+,238,4577,Y tế,Health Care,2016,42,184,0,https://greenplus.group,3.7,-0.048,-0.068,,41.6,41.6,CT,,,,
12615,FUCTVGF4,VNINDEX,8985,OTHER,QU,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,HOSE,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,302,8985,Dịch vụ tài chính,Financial Services,2022,0,0,0,https://www.tvam.vn/vi,5,-0.004,-0.025,,20.1,20.1,QU,,,,
2040143,FUEDCMID,VNINDEX,8985,OTHER,QU,Quỹ ETF DCVFMVNMIDCAP,Quỹ ETF DCVFMVNMIDCAP,HOSE,Quỹ ETF DCVFMVNMIDCAP,302,8985,Dịch vụ tài chính,Financial Services,2022,0,0,0.93,https://dragoncapital.com.vn,5,0.014,-0.014,,9.4,9.4,QU,,,,
3602503768,GCF,UpcomIndex,3577,DN,CT,Công ty Cổ phần Thực phẩm G.C,Thực phẩm G.C,UPCOM,Thực phẩm G.C,218,3577,Thực phẩm và đồ uống,Food & Beverage,,573,124,0,https://gcfood.com.vn,3.2,0.061,0.033,,30.7,30.7,CT,,,,
9646,LPT,UpcomIndex,2793,DN,CT,Công ty Cổ phần Thương mại và Sản xuất Lập Phương Thành,TM và SX Lập Phương Thành,UPCOM,TM và SX Lập Phương Thành,196,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,0,1033,0,http://lapphuongthanh.vn,3.9,-0.016,-0.092,0.037,12,12,CT,,,,
AAA,AAA,VNINDEX,1353,DN,CT,Công ty Cổ phần Nhựa An Phát Xanh,An Phát Bioplastics,HOSE,An Phát Bioplastics,150,1353,Hóa chất,Chemicals,2002,2713,27697,0.02,https://anphatbioplastics.com,3.5,0.014,0.028,0.037,382.3,382.3,CT,,,,
AAM,AAM,VNINDEX,3573,DN,CT,Công ty Cổ Phần Thủy Sản MeKong,Thủy sản Mekong,HOSE,Thủy sản Mekong,217,3573,Thực phẩm và đồ uống,Food & Beverage,2002,159,0,0.007,http://www.mekongfish.vn,3.9,-0.023,-0.07,0.073,10.5,12.3,CT,,,,
AAT,AAT,VNINDEX,3763,DN,CT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,Tập đoàn Tiên Sơn Thanh Hóa,HOSE,Tập đoàn Tiên Sơn Thanh Hóa,226,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,1995,55,2431,0.006,http://tiensonaus.com,4.3,0.099,0.111,-0.447,63.8,63.8,CT,,,,
AAV,AAV,HNXIndex,8633,DN,CT,Công ty Cổ phần AAV Group,Việt Tiên Sơn Địa ốc,HNX,Việt Tiên Sơn Địa ốc,336,8633,Bất động sản,Real Estate,2010,39,7892,0.001,http://www.viettienson.com,3.6,0.246,0.254,-0.388,69,69,CT,,,,
ABB,ABB,UpcomIndex,8355,DN,NH,Ngân hàng Thương mại Cổ phần An Bình,Ngân hàng An Bình,UPCOM,Ngân hàng An Bình,289,8355,Ngân hàng,Banks,1993,3614,5409,0.246,http://www.abbank.vn,3.7,0.021,0.039,-0.082,940.9,940.9,NH,,,,
ABI,ABI,UpcomIndex,8536,OTHER,BH,Công ty Cổ phần Bảo hiểm Ngân hàng Nông Nghiệp,BH NH Nông Nghiệp,UPCOM,BH NH Nông Nghiệp,292,8536,Bảo hiểm,Insurance,2006,764,0,0.097,https://abic.com.vn,3.8,0.104,0.07,0.05,50.4,51.6,BH,,,,
ABR,ABR,VNINDEX,2791,DN,CT,Công ty Cổ phần Đầu tư Nhãn Hiệu Việt,Đầu tư Nhãn Hiệu Việt,HOSE,Đầu tư Nhãn Hiệu Việt,195,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2012,10,513,0.49,http://www.vbinvest.com.vn,4.2,-0.043,0.159,-0.077,20,20,CT,,,,
ABS,ABS,VNINDEX,5379,DN,CT,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,DV Nông nghiệp Bình Thuận,HOSE,DV Nông nghiệp Bình Thuận,253,5379,Bán lẻ,Retail,2004,54,7471,0,http://www.bitagco.com,3.5,0.127,0.16,-0.324,80,80,CT,,,,
ABT,ABT,VNINDEX,3573,DN,CT,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre,Thủy sản Bến Tre,HOSE,Thủy sản Bến Tre,217,3573,Thực phẩm và đồ uống,Food & Beverage,1977,706,1032,0.017,http://www.aquatexbentre.com,4,-0.032,-0.057,0.003,11.8,14.4,CT,,,,
ACB,ACB,VNINDEX,8355,DN,NH,Ngân hàng Thương mại Cổ phần Á Châu,ACB,HOSE,ACB,289,8355,Ngân hàng,Banks,1993,11008,44011,0.3,http://www.acb.com.vn,4.2,0,0.015,0.152,3377.4,3377.4,NH,,,,
ACC,ACC,VNINDEX,2353,DN,CT,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,Đầu tư và XD Bình Dương ACC,HOSE,Đầu tư và XD Bình Dương ACC,180,2353,Xây dựng và Vật liệu,Construction & Materials,2008,253,2386,0.079,http://www.becamexacc.com.vn,3.8,-0.011,-0.032,0.134,105,105,CT,,,,
ACE,ACE,UpcomIndex,2353,DN,CT,Công ty Cổ phần Bê tông ly tâm An Giang,Bê tông An Giang,UPCOM,Bê tông An Giang,180,2353,Xây dựng và Vật liệu,Construction & Materials,1982,373,230,0.024,http://www.aceco.com.vn,3.9,-0.004,-0.019,0.184,3.1,3.1,CT,,,,
ACL,ACL,VNINDEX,3573,DN,CT,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,Thủy sản CL An Giang,HOSE,Thủy sản CL An Giang,217,3573,Thực phẩm và đồ uống,Food & Beverage,1986,1074,0,0.028,http://www.clfish.com,4,0.022,-0.016,-0.37,50.2,50.2,CT,,,,
ACM,ACM,UpcomIndex,1775,DN,CT,Công ty Cổ phần Tập đoàn Khoáng sản Á Cường,Tập đoàn Khoáng sản Á Cường,UPCOM,Tập đoàn Khoáng sản Á Cường,166,1775,Tài nguyên Cơ bản,Basic Resources,1996,17,1448,0.018,http://www.acuonggroup.vn,3.6,-0.004,-0.025,-0.447,51,51,CT,,,,
ACSC,ACS,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây lắp Thương mại 2,Xây lắp Thương mại 2,UPCOM,Xây lắp Thương mại 2,181,2357,Xây dựng và Vật liệu,Construction & Materials,2004,154,152,0.002,http://www.acsc.com.vn,3.2,0.141,0.073,-0.251,4,4,CT,,,,
ACVN,ACV,UpcomIndex,2777,DN,CT,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,Cảng Hàng không VN,UPCOM,Cảng Hàng không VN,193,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2012,9590,8633,0.038,https://www.vietnamairport.vn,3.6,-0.019,-0.028,0.057,2177,2177.2,CT,,,,
ADC,ADC,HNXIndex,5557,DN,CT,Công ty Cổ phần Mĩ thuật và Truyền thông,Mĩ thuật và Truyền thông,HNX,Mĩ thuật và Truyền thông,256,5557,Truyền thông,Media,2006,354,208,0.086,http://adc.net.vn/,4.1,0.044,0.104,0.08,4,4,CT,,,,
ADP,ADP,UpcomIndex,2353,DN,CT,Công ty Cổ phần Sơn Á Đông,Sơn Á Đông,UPCOM,Sơn Á Đông,180,2353,Xây dựng và Vật liệu,Construction & Materials,1970,170,0,0.008,http://www.adongpaint.com.vn,3.9,-0.004,-0.03,0.109,23,23,CT,,,,
AFIEX,AFX,UpcomIndex,5337,DN,CT,Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm An Giang,XNK Nông sản An Giang,UPCOM,XNK Nông sản An Giang,248,5337,Bán lẻ,Retail,2011,239,751,0,http://www.afiex.com.vn,3.3,0.019,-0.077,-0.202,35,35,CT,,,,
AGF,AGF,UpcomIndex,3573,DN,CT,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang,Thủy sản An Giang,UPCOM,Thủy sản An Giang,217,3573,Thực phẩm và đồ uống,Food & Beverage,2001,1860,0,0.005,http://www.agifish.com.vn,3.3,-0.004,-0.068,-0.272,28.1,28.1,CT,,,,
AGIMECO,CKA,UpcomIndex,2757,DN,CT,Công ty Cổ phần Cơ khí An Giang,Cơ khí An Giang,UPCOM,Cơ khí An Giang,189,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,190,185,0.002,http://www.cokhiangiang.com.vn,3.5,-0.004,0.036,0.172,3.3,3.3,CT,,,,
AGIMEX,AGP,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược phẩm AGIMEXPHARM,Dược phẩm AGIMEXPHARM,UPCOM,Dược phẩm AGIMEXPHARM,238,4577,Y tế,Health Care,1981,364,627,0,http://www.agimexpharm.com,3.7,-0.043,-0.092,0.429,18,18,CT,,,,
AGM,AGM,VNINDEX,3577,DN,CT,Công ty Cổ phần Xuất nhập khẩu An Giang,XNK An Giang,HOSE,XNK An Giang,218,3577,Thực phẩm và đồ uống,Food & Beverage,1976,207,333,0.019,http://www.angimex.com.vn,3.6,-0.004,-0.019,-0.647,18.2,18.2,CT,,,,
AGPORT,CAG,HNXIndex,2777,DN,CT,Công ty Cổ phần Cảng An Giang,Cảng An Giang,HNX,Cảng An Giang,193,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,120,1025,0.002,http://www.angiangport.com.vn,3.8,0.042,-0.005,-0.351,13.8,13.8,CT,,,,
AGPPS,LTG,UpcomIndex,1357,DN,CT,Công ty Cổ phần Tập đoàn Lộc Trời,Tập đoàn Lộc Trời (BVTV An Giang),UPCOM,Tập đoàn Lộc Trời (BVTV An Giang),151,1357,Hóa chất,Chemicals,2004,3420,2521,0.409,http://www.agpps.com.vn,3.7,-0.001,-0.058,-0.016,80.6,80.6,CT,,,,
AGR,AGR,VNINDEX,8777,DN,CK,Công ty Cổ phần Chứng khoán AGRIBANK,Agriseco,HOSE,Agriseco,300,8777,Dịch vụ tài chính,Financial Services,2000,137,3968,0.003,https://www.agriseco.com.vn/,3.7,0.032,0.106,0.172,215.4,215.4,CK,,,,
AGRE,AGG,VNINDEX,8633,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia,Bất động sản An Gia,HOSE,Bất động sản An Gia,336,8633,Bất động sản,Real Estate,2012,207,4895,0.049,https://angia.com.vn/,3.7,0,-0.046,-0.035,125.1,125.1,CT,,,,
AGREX,AGX,UpcomIndex,5337,DN,CT,Công ty Cổ phần Thực phẩm Nông sản Xuất khẩu Sài Gòn,Nông sản Xuất khẩu Sài Gòn,UPCOM,Nông sản Xuất khẩu Sài Gòn,248,5337,Bán lẻ,Retail,2006,832,238,0.017,http://www.agrexsaigon.com.vn,3.6,-0.004,-0.012,0.372,10.8,10.8,CT,,,,
AGTEX1,AG1,UpcomIndex,3763,DN,CT,Công ty Cổ phần 28.1,28.1 JSC,UPCOM,28.1 JSC,226,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006,632,196,0.001,http://www.agtex28-1.com,3.9,-0.004,0.104,0.097,4.9,4.9,CT,,,,
AGURBAN,AGE,UpcomIndex,2799,DN,CT,Công ty Cổ phần Môi trường Đô thị An Giang,Môi trường Đô thị An Giang,UPCOM,Môi trường Đô thị An Giang,199,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,686,0,0,http://www.moitruongdothi.angiang.org.vn,3.6,-0.004,-0.172,,19.9,19.9,CT,,,,
ALT,ALT,HNXIndex,5557,DN,CT,Công ty Cổ phần Văn hóa Tân Bình,Văn hóa Tân Bình,HNX,Văn hóa Tân Bình,256,5557,Truyền thông,Media,1989,263,477,0.032,http://www.alta.com.vn,4.3,-0.069,-0.109,-0.122,5.7,6.2,CT,,,,
ALV,ALV,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xây dựng ALVICO,Xây dựng ALVICO,UPCOM,Xây dựng ALVICO,181,2357,Xây dựng và Vật liệu,Construction & Materials,2008,15,115,0.016,http://www.alvico.vn,4.1,-0.004,0.029,-0.336,5.7,5.7,CT,,,,
AMC,AMC,HNXIndex,1775,DN,CT,Công ty Cổ phần Khoáng sản Á Châu,Khoáng sản Á Châu,HNX,Khoáng sản Á Châu,166,1775,Tài nguyên Cơ bản,Basic Resources,2001,113,102,0.049,http://www.amcvina.vn,4.1,-0.004,0.114,0.169,2.9,2.9,CT,,,,
AMD,AMD,VNINDEX,8633,DN,CT,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone,FLC Stone,HOSE,FLC Stone,336,8633,Bất động sản,Real Estate,2007,140,20584,0.007,https://flcstone.vn,3.5,-0.004,-0.025,-0.535,163.5,163.5,CT,,,,
AME,AME,HNXIndex,2737,DN,CT,Công ty cổ phần Alphanam E&C,Cơ điện Alphanam,HNX,Cơ điện Alphanam,187,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1995,92,238,0.022,http://www.alphanam.com.vn,3.5,-0.134,-0.112,0.018,65.2,65.2,CT,,,,
AMP,AMP,UpcomIndex,4577,DN,CT,Công ty Cổ phần Armephaco,Armephaco,UPCOM,Armephaco,238,4577,Y tế,Health Care,2010,266,186,0,http://www.armephaco.com.vn,3.3,-0.004,-0.025,-0.351,13,13,CT,,,,
AMV,AMV,HNXIndex,4535,DN,CT,Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,Dược-TB Y tế Việt Mỹ,HNX,Dược-TB Y tế Việt Mỹ,235,4535,Y tế,Health Care,2002,13,341,0.005,http://amvibiotech.com,4.1,0.063,0.019,-0.388,131.1,131.1,CT,,,,
ANCUONGWOOD,ACG,VNINDEX,1733,DN,CT,Công ty Cổ phần Gỗ An Cường,Gỗ An Cường,HOSE,Gỗ An Cường,155,1733,Tài nguyên Cơ bản,Basic Resources,2006,2959,477,0.385,https://www.ancuong.com,3.9,-0.007,-0.05,-0.235,135.8,135.8,CT,,,,
ANTESCO,ANT,UpcomIndex,3577,DN,CT,Công ty Cổ phần Rau quả Thực phẩm An Giang,Rau quả thực phẩm An Giang,UPCOM,Rau quả thực phẩm An Giang,218,3577,Thực phẩm và đồ uống,Food & Beverage,2011,598,357,0.003,http://www.antesco.com,3.5,0.042,0.046,0.171,8,8,CT,,,,
ANV,ANV,VNINDEX,3573,DN,CT,Công ty Cổ phần Nam Việt,Thủy sản Nam Việt,HOSE,Thủy sản Nam Việt,217,3573,Thực phẩm và đồ uống,Food & Beverage,2006,4634,0,0.059,http://www.navicorp.com.vn,3.8,0.007,-0.006,-0.165,133.1,133.5,CT,,,,
APC,APC,VNINDEX,4573,DN,CT,Công ty Cổ phần Chiếu xạ An Phú,Chiếu xạ An Phú,HOSE,Chiếu xạ An Phú,237,4573,Y tế,Health Care,2003,215,1467,0.152,http://www.apic.com.vn,3.6,0.017,-0.037,-0.276,19.9,20.1,CT,,,,
APF,APF,UpcomIndex,3577,DN,CT,Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi,Nông sản Quảng Ngãi,UPCOM,Nông sản Quảng Ngãi,218,3577,Thực phẩm và đồ uống,Food & Beverage,2003,899,570,0,http://www.apfco.com.vn,4.1,-0.008,-0.029,0.399,22.6,22.6,CT,,,,
APG,APG,VNINDEX,8777,DN,CK,Công ty Cổ phần Chứng khoán APG,Chứng khoán APG,HOSE,Chứng khoán APG,300,8777,Dịch vụ tài chính,Financial Services,2007,31,16178,0.009,http://www.apsi.vn,3.9,0.04,0.063,-0.038,146.3,146.3,CK,,,,
APHOLD,APH,VNINDEX,2723,DN,CT,Công ty Cổ phần Tập đoàn An Phát Holdings,Tập đoàn An Phát Holdings,HOSE,Tập đoàn An Phát Holdings,184,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017,0,0,0.282,http://www.anphatholdings.com,3.4,0.069,0.095,-0.285,243.9,243.9,CT,,,,
API,API,HNXIndex,8633,DN,CT,Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương,APEC INVESTMENT,HNX,APEC INVESTMENT,336,8633,Bất động sản,Real Estate,2006,232,2495,0.001,https://apeci.com.vn,3.7,0.01,0.133,-0.179,84.1,84.1,CT,,,,
APL,APL,UpcomIndex,2757,DN,CT,Công ty Cổ phần Cơ khí và Thiết bị áp lực - VVMI,Cơ khí và Thiết bị áp lực - VVMI,UPCOM,Cơ khí và Thiết bị áp lực - VVMI,189,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,113,117,0,http://www.apluco.vn,3.3,-0.004,-0.025,0.164,1.2,1.2,CT,,,,
APP,APP,UpcomIndex,1357,DN,CT,Công ty Cổ phần Phát triển Phụ gia và Sản phẩm dầu mỏ,Phụ gia và SP Dầu mỏ,UPCOM,Phụ gia và SP Dầu mỏ,151,1357,Hóa chất,Chemicals,1996,97,597,0.005,http://www.app.com.vn,3.4,-0.004,-0.069,-0.312,4.7,4.7,CT,,,,
APS,APS,HNXIndex,8777,DN,CK,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương,CK Châu Á - TBD,HNX,CK Châu Á - TBD,300,8777,Dịch vụ tài chính,Financial Services,2006,45,1837,0.008,https://apec.com.vn/,3.9,0.049,0.172,-0.091,83,83,CK,,,,
APYB,HII,VNINDEX,1353,DN,CT,Công ty Cổ phần An Tiến Industries,An Tiến Industries,HOSE,An Tiến Industries,150,1353,Hóa chất,Chemicals,2009,460,974,0.005,http://www.antienindustries.com,3.7,0.037,0.062,-0.288,73.7,73.7,CT,,,,
ARM,ARM,HNXIndex,2797,DN,CT,Công ty Cổ phần Xuất nhập khẩu Hàng không,XNK Hàng không,HNX,XNK Hàng không,198,2797,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1989,100,115,0.001,http://www.airimex.vn,3.4,-0.103,-0.214,-0.091,3.1,3.1,CT,,,,
ASA,ASA,UpcomIndex,3767,DN,CT,Công ty Cổ phần ASA,Hàng tiêu dùng ASA,UPCOM,Hàng tiêu dùng ASA,228,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,12,675,0.003,http://www.asacorp.com.vn,3.7,-0.004,-0.025,0.164,10,10,CT,,,,
ASECO32,A32,UpcomIndex,3765,DN,CT,Công ty Cổ phần 32,Công ty 32,UPCOM,Công ty 32,227,3765,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008,1098,488,0,http://32jsc.com,3.6,-0.026,0.009,0.295,6.8,6.8,CT,,,,
ASGC,ASG,VNINDEX,2777,DN,CT,Công ty Cổ phần Tập đoàn ASG,Tập đoàn ASG,HOSE,Tập đoàn ASG,193,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,0,0,0.009,http://www.asg.net.vn,3.5,-0.023,-0.055,-0.069,75.7,75.7,CT,,,,
ASM,ASM,VNINDEX,3573,DN,CT,Công ty Cổ phần Tập đoàn Sao Mai,Tập đoàn Sao Mai,HOSE,Tập đoàn Sao Mai,217,3573,Thực phẩm và đồ uống,Food & Beverage,1997,11973,20862,0.019,http://www.saomainews.vn,3.9,0.065,0.1,-0.245,336.5,336.5,CT,,,,
