organCode,ticker,comGroupCode,icbCode,organTypeCode,comTypeCode,organName,organShortName,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,status,code,message,traceId
THALEXIM,TLP,UpcomIndex,7573,DN,CT,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Thương mại XNK Thanh Lễ,UPCOM,Thương mại XNK Thanh Lễ,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,572,592,0,http://www.thalexim.vn,3.7,0.011,-0.025,-0.224,236.6,236.6,CT,,,,
THANHDOANCORP,TDI,UpcomIndex,2357,DN,CT,Công ty Cổ phần Tập đoàn TDI ,Tập đoàn TDI,UPCOM,Tập đoàn TDI,181,2357,Xây dựng và Vật liệu,Construction & Materials,2009,153,107,0,http://www.thanhdoancorp.vn,3,-0.004,-0.425,,3,3,CT,,,,
THANHHOAWATER,THN,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Thanh Hóa,Cấp nước Thanh Hóa,UPCOM,Cấp nước Thanh Hóa,277,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2005,802,670,0,http://www.capnuocth.vn,4.2,-0.004,-0.025,0.164,33,33,CT,,,,
THB,THB,HNXIndex,3533,DN,CT,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Bia Hà Nội - Thanh Hóa,HNX,Bia Hà Nội - Thanh Hóa,214,3533,Thực phẩm và đồ uống,Food & Beverage,2004,482,0,0.062,http://biathanhhoa.com.vn/web/,4,0.083,0.017,-0.016,11.4,11.4,CT,,,,
THBECO,BTB,UpcomIndex,3533,DN,CT,Công ty Cổ phần Bia Hà Nội - Thái Bình,Bia Hà Nội - Thái Bình,UPCOM,Bia Hà Nội - Thái Bình,214,3533,Thực phẩm và đồ uống,Food & Beverage,2005,126,303,0,http://www.tbbeco.com.vn,3.4,-0.102,-0.25,0.051,7.7,7.7,CT,,,,
THD,THD,HNXIndex,8633,DN,CT,Công ty Cổ phần Thaiholdings,Công ty Thaiholdings,HNX,Công ty Thaiholdings,336,8633,Bất động sản,Real Estate,2011,442,0,0.007,http://www.thaiholdings.com.vn,3.1,-0.002,-0.007,-0.078,350,350,CT,,,,
THEPHA,DTH,UpcomIndex,4535,DN,CT,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Vật tư Y tế Thanh Hóa,UPCOM,Vật tư Y tế Thanh Hóa,235,4535,Y tế,Health Care,2014,799,465,0,http://www.thephaco.com.vn,3.1,-0.004,-0.025,0.058,7.5,7.5,CT,,,,
THG,THG,VNINDEX,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,XD Tiền Giang,HOSE,XD Tiền Giang,181,2357,Xây dựng và Vật liệu,Construction & Materials,2003,677,1351,0.006,http://www.ticco.com.vn,4,0.045,-0.005,-0.036,20,20,CT,,,,
THIBIDI,THI,VNINDEX,2737,DN,CT,Công ty Cổ phần Thiết bị điện,Thiết bị điện,HOSE,Thiết bị điện,187,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,755,541,0.001,http://www.thibidi.com,3.2,-0.002,0.071,0.197,48.8,48.8,CT,,,,
THQN,TQN,UpcomIndex,1733,DN,CT,Công ty Cổ phần Thông Quảng Ninh,Thông Quảng Ninh,UPCOM,Thông Quảng Ninh,155,1733,Tài nguyên Cơ bản,Basic Resources,2004,310,147,0,http://www.quangninhpine.vn,3.8,-0.004,-0.025,0.164,3.6,3.6,CT,,,,
THS,THS,HNXIndex,5373,DN,CT,Công ty Cổ phần Thanh Hoa Sông Đà,Thanh Hoa Sông Đà,HNX,Thanh Hoa Sông Đà,250,5373,Bán lẻ,Retail,2004,62,240,0.001,http://www.thanhhoasongda.com.vn,3.8,-0.012,0.046,-0.13,2.7,3,CT,,,,
THT,THT,HNXIndex,1771,DN,CT,Công ty Cổ phần Than Hà Tu - Vinacomin,Than Hà Tu,HNX,Than Hà Tu,160,1771,Tài nguyên Cơ bản,Basic Resources,2006,1862,0,0.044,http://www.hatucoal.vn,4,-0.02,-0.009,0.088,24.6,24.6,CT,,,,
THU,THU,UpcomIndex,2799,DN,CT,Công ty Cổ phần Môi trường và Công trình đô thị Thanh Hóa,Môi trường và CTĐT Thanh Hóa,UPCOM,Môi trường và CTĐT Thanh Hóa,199,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,978,338,0,http://www.urencothanhhoa.com.vn,3.4,-0.004,-0.025,-0.173,3.3,3.3,CT,,,,
THUANAN,TAN,UpcomIndex,3537,DN,CT,Công ty Cổ phần Cà phê Thuận An,Cà phê Thuận An,UPCOM,Cà phê Thuận An,216,3537,Thực phẩm và đồ uống,Food & Beverage,2010,72,146,0,http://www.caphethuanan.com.vn,3.1,-0.004,-0.025,-0.092,1.6,1.6,CT,,,,
THW,THW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Tân Hòa,Cấp nước Tân Hòa,UPCOM,Cấp nước Tân Hòa,277,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010,338,178,0.003,http://www.capnuoctanhoa.com.vn,3.9,-0.004,0.058,0.778,5,5,CT,,,,
TIE,TIE,UpcomIndex,2733,DN,CT,Công ty Cổ phần TIE,Điện tử TIE,UPCOM,Điện tử TIE,186,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,148,492,0.031,http://www.tiegroup.vn,3.9,-0.004,0.398,-0.032,9.6,9.6,CT,,,,
TIENTHANH,TTH,HNXIndex,5371,DN,CT,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,TM và DV Tiến Thành,HNX,TM và DV Tiến Thành,249,5371,Bán lẻ,Retail,2003,21,1452,0.003,http://www.tienthanhjsc.vn,4,0.126,0.275,-0.271,37.4,37.4,CT,,,,
TIG,TIG,HNXIndex,8633,DN,CT,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Tập đoàn Đầu tư Thăng Long,HNX,Tập đoàn Đầu tư Thăng Long,336,8633,Bất động sản,Real Estate,2001,705,4727,0.099,http://www.tig.vn,4,-0.004,0.301,-0.124,176,176,CT,,,,
TINN,TID,UpcomIndex,8633,DN,CT,Công ty Cổ phần Tổng Công ty Tín Nghĩa,Tổng Công ty Tín Nghĩa,UPCOM,Tổng Công ty Tín Nghĩa,336,8633,Bất động sản,Real Estate,2015,1034,2433,0,http://www.tinnghiacorp.com.vn,3.3,-0.004,-0.046,-0.232,200,200,CT,,,,
TIP,TIP,VNINDEX,8633,DN,CT,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,PT KCN Tín Nghĩa,HOSE,PT KCN Tín Nghĩa,336,8633,Bất động sản,Real Estate,2002,58,1046,0.165,http://www.tinnghiaip.com.vn,4.2,0.043,0,-0.078,65,65,CT,,,,
TIPHAR,DTG,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược phẩm Tipharco,Dược phẩm Tipharco,UPCOM,Dược phẩm Tipharco,238,4577,Y tế,Health Care,2006,346,312,0.001,http://www.tipharco.com.vn,3.5,0.086,0.079,0.193,6.3,6.3,CT,,,,
TIS,TIS,UpcomIndex,1757,DN,CT,Công ty Cổ phần Gang thép Thái Nguyên,Gang thép Thái Nguyên,UPCOM,Gang thép Thái Nguyên,159,1757,Tài nguyên Cơ bản,Basic Resources,1959,3736,0,0,http://www.tisco.com.vn,3.2,-0.004,-0.001,-0.384,184,184,CT,,,,
TIX,TIX,VNINDEX,8633,DN,CT,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,TANIMEX,HOSE,TANIMEX,336,8633,Bất động sản,Real Estate,1981,113,356,0.005,http://www.tanimex.com.vn,4,0.05,0.03,0.284,30,30,CT,,,,
TJC,TJC,HNXIndex,2779,DN,CT,Công ty Cổ phần Dịch vụ Vận tải và Thương mại,Dịch vụ Vận tải và Thương mại,HNX,Dịch vụ Vận tải và Thương mại,194,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2000,106,0,0.004,http://www.transco.com.vn,4.5,0.077,0.211,0.245,8.6,8.6,CT,,,,
TKC,TKC,HNXIndex,2357,DN,CT,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Địa ốc Tân Kỷ,HNX,Địa ốc Tân Kỷ,181,2357,Xây dựng và Vật liệu,Construction & Materials,1999,128,722,0.003,http://www.tanky.com.vn,3.3,-0.004,-0.083,-0.631,15,15.7,CT,,,,
TKG,TKG,HNXIndex,1757,DN,CT,Công ty Cổ phần Sản xuất và Thương mại Tùng Khánh,SX và T.Mại Tùng Khánh,HNX,SX và T.Mại Tùng Khánh,159,1757,Tài nguyên Cơ bản,Basic Resources,2000,0,152,0,http://tungkhanh.com.vn,3.5,0.026,-0.053,0.218,6.3,6.3,CT,,,,
TKU,TKU,HNXIndex,1753,DN,CT,Công ty Cổ phần Công nghiệp Tung Kuang,Công nghiệp Tung Kuang,HNX,Công nghiệp Tung Kuang,157,1753,Tài nguyên Cơ bản,Basic Resources,1995,400,59,0.504,http://www.tungkuang.com.vn,3.9,-0.004,-0.033,-0.267,42.6,6.6,CT,,,,
TL4,TL4,UpcomIndex,2357,DN,CT,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,XD Thủy lợi 4,UPCOM,XD Thủy lợi 4,181,2357,Xây dựng và Vật liệu,Construction & Materials,1979,210,0,0,http://www.thuyloi4.com.vn,3.5,-0.004,-0.095,-0.312,14.7,16,CT,,,,
TLDECO,TLD,VNINDEX,8633,DN,CT,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,ĐT XD và PT Đô thị Thăng Long,HOSE,ĐT XD và PT Đô thị Thăng Long,336,8633,Bất động sản,Real Estate,2009,125,5758,0.006,http://www.thanglongdeco.com,3.9,0.121,0.265,-0.263,74.8,74.8,CT,,,,
TLG,TLG,VNINDEX,3724,DN,CT,Công ty Cổ phần Tập đoàn Thiên Long,Tập đoàn Thiên Long,HOSE,Tập đoàn Thiên Long,220,3724,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,3502,1975,0.222,http://www.thienlonggroup.com,4,0.014,0.008,0.517,77.8,77.8,CT,,,,
TLGROUP,TTL,HNXIndex,2357,DN,CT,Tổng Công ty Thăng Long - Công ty Cổ phần,TCT Thăng Long,HNX,TCT Thăng Long,181,2357,Xây dựng và Vật liệu,Construction & Materials,2010,64,334,0,http://www.tlg.com.vn,3.2,-0.004,-0.069,-0.333,41.9,41.9,CT,,,,
TLH,TLH,VNINDEX,1757,DN,CT,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Thép Tiến Lên,HOSE,Thép Tiến Lên,159,1757,Tài nguyên Cơ bản,Basic Resources,1988,300,7761,0.015,http://www.tienlengroup.com.vn,3.3,0.045,0.232,-0.105,102.1,102.1,CT,,,,
TLIG,TLI,UpcomIndex,3763,DN,CT,Công ty Cổ phần May Quốc tế Thắng Lợi,May Quốc tế Thắng Lợi,UPCOM,May Quốc tế Thắng Lợi,226,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2013,427,356,0,http://www.maythangloi.com.vn,3.7,-0.004,0.065,0.078,3,3,CT,,,,
TLSC,MBS,HNXIndex,8777,DN,CK,Công ty Cổ phần Chứng khoán MB,Chứng khoán MB,HNX,Chứng khoán MB,300,8777,Dịch vụ tài chính,Financial Services,2000,671,16050,0.004,http://www.mbs.com.vn,3.7,0.053,0.071,0.171,380.6,380.6,CK,,,,
TLT,TLT,UpcomIndex,2353,DN,CT,Công ty Cổ phần Viglacera Thăng Long,Viglacera Thăng long,UPCOM,Viglacera Thăng long,180,2353,Xây dựng và Vật liệu,Construction & Materials,2003,360,417,0.002,http://www.viglacerathanglong.com.vn,3.5,-0.152,0.34,0.223,7,7,CT,,,,
TMC,TMC,HNXIndex,7573,DN,CT,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,XNK Thủ Đức,HNX,XNK Thủ Đức,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2000,270,0,0.018,http://www.timexcothuduc.com.vn,3.9,-0.044,-0.093,-0.133,12.4,12.4,CT,,,,
TMP,TMP,VNINDEX,7535,DN,CT,Công ty Cổ phần Thủy điện Thác Mơ,Thủy điện Thác Mơ,HOSE,Thủy điện Thác Mơ,274,7535,"Điện, nước & xăng dầu khí đốt",Utilities,1994,160,966,0.006,http://www.tmhpp.com.vn,4.3,-0.002,-0.054,0.085,70,70,CT,,,,
TMS,TMS,VNINDEX,2777,DN,CT,Công ty Cổ phần Transimex,Transimex,HOSE,Transimex,193,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1983,2012,1080,0.435,http://www.transimex.com.vn,3.8,-0.025,-0.112,-0.267,121.7,121.7,CT,,,,
TMT,TMT,VNINDEX,3353,DN,CT,Công ty Cổ phần Ô tô TMT,Ô tô TMT,HOSE,Ô tô TMT,211,3353,Ô tô và phụ tùng,Automobiles & Parts,2006,678,1204,0.029,http://www.tmt-vietnam.com.vn,3.4,0.184,0.183,0.224,36.9,37.3,CT,,,,
TMW,TMW,UpcomIndex,1733,DN,CT,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,Gỗ Tân Mai,UPCOM,Gỗ Tân Mai,155,1733,Tài nguyên Cơ bản,Basic Resources,2007,1575,0,0,http://www.wood-tanmai.com.vn,3.9,-0.004,-0.025,0.164,4.7,4.7,CT,,,,
TMX,TMX,HNXIndex,2353,DN,CT,Công ty Cổ phần VICEM Thương mại Xi măng,Thương mại Xi măng,HNX,Thương mại Xi măng,180,2353,Xây dựng và Vật liệu,Construction & Materials,2007,97,411,0.072,http://www.tmx.com.vn,3.7,0.09,-0.058,0.406,6,6,CT,,,,
TN1,TN1,VNINDEX,8633,DN,CT,Công ty Cổ phần Thương mại Dịch vụ TNS Holdings,TNS Holdings,HOSE,TNS Holdings,336,8633,Bất động sản,Real Estate,2014,2579,660,0.002,http://www.tnsholdings.vn,4,-0.01,-0.057,-0.245,43.2,43.2,CT,,,,
TNA,TNA,VNINDEX,1757,DN,CT,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,XNK Thiên Nam,HOSE,XNK Thiên Nam,159,1757,Tài nguyên Cơ bản,Basic Resources,1994,145,2298,0.037,http://www.thiennamgroup.vn,3.2,0.063,0.149,-0.29,49.2,49.6,CT,,,,
TNB,TNB,UpcomIndex,1757,DN,CT,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,Thép Nhà Bè,UPCOM,Thép Nhà Bè,159,1757,Tài nguyên Cơ bản,Basic Resources,1967,192,330,0.004,http://www.nbsteel.vn,3.6,0.019,-0.077,-0.397,14.5,14.5,CT,,,,
TNBOOK,STH,UpcomIndex,5557,DN,CT,Công ty Cổ phần Phát hành sách Thái Nguyên,Phát hành sách Thái Nguyên,UPCOM,Phát hành sách Thái Nguyên,256,5557,Truyền thông,Media,2004,45,551,0,http://www.sthc.com.vn,3.6,0.034,0.014,-0.274,19.5,19.5,CT,,,,
TNC,TNC,VNINDEX,1353,DN,CT,Công ty Cổ phần Cao su Thống Nhất,Cao su Thống Nhất,HOSE,Cao su Thống Nhất,150,1353,Hóa chất,Chemicals,1991,0,0,0.006,http://trc.com.vn,3.8,-0.073,-0.149,0.498,19.3,19.3,CT,,,,
TNC1,BAX,HNXIndex,2357,DN,CT,Công ty Cổ phần Thống Nhất,Công ty Thống Nhất,HNX,Công ty Thống Nhất,181,2357,Xây dựng và Vật liệu,Construction & Materials,2004,44,398,0.174,http://www.bauxeo.com.vn,4.1,0.011,-0.083,-0.088,8.2,8.2,CT,,,,
TNFS,TNS,UpcomIndex,1757,DN,CT,Công ty Cổ phần Thép Tấm Lá Thống Nhất,Thép tấm lá Thống Nhất,UPCOM,Thép tấm lá Thống Nhất,159,1757,Tài nguyên Cơ bản,Basic Resources,2007,0,2043,0.001,http://www.tnsteel.vn,3.2,-0.048,0.075,-0.498,20,20,CT,,,,
TNG,TNG,HNXIndex,3763,DN,CT,Công ty Cổ phần Đầu tư và Thương mại TNG,Đầu tư và Thương mại TNG,HNX,Đầu tư và Thương mại TNG,226,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,14752,15047,0.158,http://www.tng.vn,3.8,0.006,-0.03,-0.09,105.1,105.1,CT,,,,
TNGROUP,TNI,VNINDEX,1757,DN,CT,Công ty Cổ phần Tập đoàn Thành Nam,Tập đoàn Thành Nam,HOSE,Tập đoàn Thành Nam,159,1757,Tài nguyên Cơ bản,Basic Resources,2009,108,1329,0.002,http://www.thanhnamgroup.com.vn,3.3,0.098,0.134,-0.211,52.5,52.5,CT,,,,
TNM,TNM,UpcomIndex,2357,DN,CT,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,XNK và XD Công trình,UPCOM,XNK và XD Công trình,181,2357,Xây dựng và Vật liệu,Construction & Materials,1997,205,0,0,http://www.tranimexco.com.vn,3.4,-0.004,-0.025,-0.31,5.8,5.8,CT,,,,
TNPORT,TNP,UpcomIndex,2777,DN,CT,Công ty Cổ phần Cảng Thị Nại,Cảng Thị Nại,UPCOM,Cảng Thị Nại,193,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,203,124,0,http://www.thinaiport.com.vn,3.9,-0.004,0.292,0.102,7.1,7.1,CT,,,,
TNT,TNT,VNINDEX,1775,DN,CT,Công ty Cổ phần Tập đoàn TNT,Tập đoàn TNT,HOSE,Tập đoàn TNT,166,1775,Tài nguyên Cơ bản,Basic Resources,2006,15,1660,0.001,http://tainguyen.vn,3.7,0.061,0.082,-0.48,51,51,CT,,,,
TOCHAU,TCJ,UpcomIndex,3573,DN,CT,Công ty Cổ phần Tô Châu,Tô Châu,UPCOM,Tô Châu,217,3573,Thực phẩm và đồ uống,Food & Beverage,2005,660,0,0,http://www.tochau.vn,3.4,-0.004,-0.025,0.164,10,10,CT,,,,
TOP,TOP,UpcomIndex,5373,DN,CT,Công ty Cổ phần Phân phối Top One,Phân phối Top One,UPCOM,Phân phối Top One,250,5373,Bán lẻ,Retail,2015,,111,0.015,http://www.toponejsc.com,3.8,0.087,0.175,-0.13,25.4,25.4,CT,,,,
TOT,TOT,HNXIndex,2779,DN,CT,Công ty Cổ phần Transimex Logistics,Vận tải Transimex,HNX,Vận tải Transimex,194,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,234,232,0.042,http://transimextrans.com.vn,4.2,-0.06,-0.06,0.202,5.5,5.5,CT,,,,
TPB,TPB,VNINDEX,8355,DN,NH,Ngân hàng Thương mại Cổ phần Tiên Phong,TPBank,HOSE,TPBank,289,8355,Ngân hàng,Banks,2008,4985,20231,0.3,http://www.tpb.vn,4.3,0.017,-0.004,-0.001,1581.8,1581.8,NH,,,,
TPBC,BCF,HNXIndex,3577,DN,CT,Công ty Cổ phần Thực phẩm Bích Chi,Thực phẩm Bích Chi,HNX,Thực phẩm Bích Chi,218,3577,Thực phẩm và đồ uống,Food & Beverage,2013,915,191,0,http://www.bichchi.com.vn,3.8,-0.054,-0.014,0.3,27.8,27.8,CT,,,,
TPC,TPC,VNINDEX,1353,DN,CT,Công ty Cổ phần Nhựa Tân Đại Hưng,Nhựa Tân Đại Hưng,HOSE,Nhựa Tân Đại Hưng,150,1353,Hóa chất,Chemicals,1984,760,670,0.025,http://www.tandaihungplastic.com,3.6,0.017,0.005,-0.128,22.5,24.4,CT,,,,
TPH,TPH,HNXIndex,5557,DN,CT,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,In Sách giáo khoa TP.Hà Nội,HNX,In Sách giáo khoa TP.Hà Nội,256,5557,Truyền thông,Media,2004,86,0,0.002,http://www.sachgiaoduchanoi.vn,3.5,-0.004,-0.117,0.305,2.1,2.1,CT,,,,
TPP,TPP,HNXIndex,2723,DN,CT,Công ty Cổ phần Tân Phú Việt Nam,Nhựa Tân Phú VN,HNX,Nhựa Tân Phú VN,184,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,1814,482,0.001,http://tanphuvietnam.vn,3.4,-0.004,-0.016,0.245,45,45,CT,,,,
TPST,THP,UpcomIndex,3573,DN,CT,Công ty Cổ phần Thủy sản và Thương mại Thuận Phước,Thủy sản và TMại Thuận Phước,UPCOM,Thủy sản và TMại Thuận Phước,217,3573,Thực phẩm và đồ uống,Food & Beverage,1987,2712,445,0,http://www.thuanphuoc.vn,3.2,0.075,0.008,0.043,21.6,21.6,CT,,,,
TRA,TRA,VNINDEX,4577,DN,CT,Công ty Cổ phần Traphaco,Traphaco,HOSE,Traphaco,238,4577,Y tế,Health Care,1999,1434,0,0.462,http://www.traphaco.com.vn,3.9,-0.005,-0.047,0.125,41.5,41.5,CT,,,,
TRACO1,TR1,UpcomIndex,2777,DN,CT,Công ty Cổ phần Vận Tải 1 Traco,Vận Tải 1 Traco,UPCOM,Vận Tải 1 Traco,193,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015,,0,0,http://www.traco.vn,3.5,0.014,0.589,0.489,4.6,4.6,CT,,,,
TRACODI,TCD,VNINDEX,2357,DN,CT,Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải,ĐT Phát triển CN và Vận tải,HOSE,ĐT Phát triển CN và Vận tải,181,2357,Xây dựng và Vật liệu,Construction & Materials,2007,88,4023,0.003,http://www.tracodi.com.vn,3.9,0.032,0.109,-0.202,281.1,244.4,CT,,,,
TRAVI,TVW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp thoát nước Trà Vinh,Cấp thoát nước Trà Vinh,UPCOM,Cấp thoát nước Trà Vinh,277,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010,198,183,0,http://www.trawaco.com.vn,3.4,-0.139,-0.05,-0.205,14.6,14.6,CT,,,,
TRC,TRC,VNINDEX,1353,DN,CT,Công ty Cổ phần Cao su Tây Ninh,Cao su Tây Ninh,HOSE,Cao su Tây Ninh,150,1353,Hóa chất,Chemicals,2006,1784,735,0.014,http://www.taniruco.com,3.8,-0.002,0.057,-0.089,29.1,30,CT,,,,
TRS,TRS,UpcomIndex,2773,DN,CT,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,Vận tải và Dịch vụ Hàng Hải,UPCOM,Vận tải và Dịch vụ Hàng Hải,191,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,156,149,0,http://www.trasas.com.vn,3.4,0.144,0.123,-0.012,4.5,4.5,CT,,,,
TRUNGANRICE,TAR,HNXIndex,3573,DN,CT,Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An,Nông nghiệp CN cao Trung An,HNX,Nông nghiệp CN cao Trung An,217,3573,Thực phẩm và đồ uống,Food & Beverage,1996,184,5393,0.001,http://www.trunganrice.com,3.6,0.064,0.008,-0.208,78.3,78.3,CT,,,,
TRUNGDO,TDF,UpcomIndex,2353,DN,CT,Công ty Cổ phần Trung Đô,Xây dựng Trung Đô,UPCOM,Xây dựng Trung Đô,180,2353,Xây dựng và Vật liệu,Construction & Materials,2013,705,530,0,http://www.trungdo.vn,4,-0.004,0.02,0.026,30,30,CT,,,,
TRVS,TVB,VNINDEX,8777,OTHER,CK,Công ty Cổ phần Chứng khoán Trí Việt,Chứng khoán Trí Việt,HOSE,Chứng khoán Trí Việt,300,8777,Dịch vụ tài chính,Financial Services,2006,55,365,0.021,http://www.tvsc.vn,4,0.077,0.179,-0.322,112.1,112.1,CK,,,,
TS4,TS4,UpcomIndex,3573,DN,CT,Công ty Cổ phần Thủy sản số 4,Thủy sản số 4,UPCOM,Thủy sản số 4,217,3573,Thực phẩm và đồ uống,Food & Beverage,1993,82,1737,0.008,http://www.seafoodno4.com,3.2,-0.004,-0.025,-0.449,16.1,16.2,CT,,,,
TSB,TSB,HNXIndex,2733,DN,CT,Công ty Cổ phần Ắc quy Tia Sáng,Ắc quy Tia Sáng,HNX,Ắc quy Tia Sáng,186,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,225,295,0,http://www.tiasangbattery.com,3.4,0.097,0.003,2.28,6.7,6.7,CT,,,,
TSC,TSC,VNINDEX,1357,DN,CT,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Kỹ thuật NN Cần Thơ,HOSE,Kỹ thuật NN Cần Thơ,151,1357,Hóa chất,Chemicals,1976,714,3181,0.002,http://www.tsccantho.com.vn,3.6,0.124,0.289,-0.378,196.9,196.9,CT,,,,
TSCOECCO,TSD,UpcomIndex,5759,DN,CT,Công ty Cổ phần Du lịch Trường Sơn Coecco,Du lịch Trường Sơn Coecco,UPCOM,Du lịch Trường Sơn Coecco,262,5759,Du lịch và Giải trí,Travel & Leisure,2007,98,95,0,http://www.truongsontourist.com.vn,3.5,-0.004,-0.116,-0.281,1.3,1.3,CT,,,,
TST,TST,UpcomIndex,9533,DN,CT,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Dịch vụ KT Viễn Thông,UPCOM,Dịch vụ KT Viễn Thông,308,9533,Công nghệ Thông tin,Technology,2000,116,0,0.01,http://www.tst.com.vn,3.6,-0.125,-0.456,-0.613,4.8,4.8,CT,,,,
TTA,TTA,VNINDEX,2357,DN,CT,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,XD và PT Trường Thành,HOSE,XD và PT Trường Thành,181,2357,Xây dựng và Vật liệu,Construction & Materials,2008,138,8256,0.003,http://www.truongthanhgroup.com.vn,3.8,0.036,0.038,-0.124,157.5,157.5,CT,,,,
TTB,TTB,VNINDEX,2353,DN,CT,Công ty Cổ phần Tập đoàn Tiến Bộ,Tập đoàn Tiến Bộ,HOSE,Tập đoàn Tiến Bộ,180,2353,Xây dựng và Vật liệu,Construction & Materials,2008,69,335,0,http://www.tienbo.vn,3.4,0.06,0.043,-0.384,101.5,101.5,CT,,,,
TTC,TTC,HNXIndex,2353,DN,CT,Công ty Cổ phần Gạch men Thanh Thanh,Gạch men Thanh Thanh,HNX,Gạch men Thanh Thanh,180,2353,Xây dựng và Vật liệu,Construction & Materials,2003,321,0,0.093,http://www.thanhthanhceramic.com,4,-0.072,0.064,0.023,5.9,6,CT,,,,
TTCO,TTT,HNXIndex,5759,DN,CT,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Du lịch - Thương Mại Tây Ninh,HNX,Du lịch - Thương Mại Tây Ninh,262,5759,Du lịch và Giải trí,Travel & Leisure,2007,110,137,0.025,http://www.tanitour.com.vn,3.6,-0.004,-0.404,0.185,4.6,4.6,CT,,,,
TTF,TTF,VNINDEX,1733,DN,CT,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Gỗ Trường Thành,HOSE,Gỗ Trường Thành,155,1733,Tài nguyên Cơ bản,Basic Resources,2003,4016,3958,0.055,http://www.truongthanh.com,3.2,0.017,0.104,-0.322,393.5,393.5,CT,,,,
TTG,TTG,UpcomIndex,3763,DN,CT,Công ty Cổ phần May Thanh Trì,May Thanh Trì,UPCOM,May Thanh Trì,226,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008,638,0,0.066,http://www.hapro.com.vn,3.6,0.186,0.086,-0.003,2,2,CT,,,,
TTHC,HUB,VNINDEX,2357,DN,CT,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Xây lắp Huế,HOSE,Xây lắp Huế,181,2357,Xây dựng và Vật liệu,Construction & Materials,2011,1622,998,0.013,http://www.xaylaphue.com.vn,3.9,0.224,0.227,0.002,22.9,22.9,CT,,,,
